Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,subject_to_ll44,Financing Type
62981,CONFIDENTIAL,2016-09-09T00:00:00.000,,----,----,Brooklyn,,,,BK-11,44,,,,,,,2016-09-09T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-09T00:00:00.000,No,,False,Not Subject to LL44
62982,CONFIDENTIAL,2016-09-12T00:00:00.000,,----,----,Staten Island,,,,SI-01,49,,,,,,,2016-09-12T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-12T00:00:00.000,No,,False,Not Subject to LL44
62983,CONFIDENTIAL,2016-09-15T00:00:00.000,,----,----,Staten Island,,,,SI-03,51,,,,,,,2016-09-15T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-15T00:00:00.000,No,,False,Not Subject to LL44
62984,CONFIDENTIAL,2016-09-16T00:00:00.000,,----,----,Staten Island,,,,SI-02,51,,,,,,,2016-09-16T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-16T00:00:00.000,No,,False,Not Subject to LL44
62985,CONFIDENTIAL,2016-09-21T00:00:00.000,,----,----,Staten Island,,,,SI-02,50,,,,,,,2016-09-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-21T00:00:00.000,No,,False,Not Subject to LL44
62986,CONFIDENTIAL,2016-09-23T00:00:00.000,,----,----,Queens,,,,QN-07,20,,,,,,,2016-09-23T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-23T00:00:00.000,No,,False,Not Subject to LL44
62987,CONFIDENTIAL,2016-09-28T00:00:00.000,,----,----,Bronx,,,,BX-09,18,,,,,,,2016-09-28T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-28T00:00:00.000,No,,False,Not Subject to LL44
62988,CONFIDENTIAL,2016-09-28T00:00:00.000,,----,----,Staten Island,,,,SI-03,51,,,,,,,2016-09-28T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-28T00:00:00.000,No,,False,Not Subject to LL44
62989,CONFIDENTIAL,2016-09-29T00:00:00.000,,----,----,Staten Island,,,,SI-02,50,,,,,,,2016-09-29T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-29T00:00:00.000,No,,False,Not Subject to LL44
62990,CONFIDENTIAL,2016-09-30T00:00:00.000,,----,----,Bronx,,,,BX-06,15,,,,,,,2016-09-30T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-09-30T00:00:00.000,No,,False,Not Subject to LL44
62994,CONFIDENTIAL,2016-08-05T00:00:00.000,,----,----,Staten Island,,,,SI-01,49,,,,,,,2016-08-15T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-08-15T00:00:00.000,No,,False,Not Subject to LL44
62995,CONFIDENTIAL,2016-08-08T00:00:00.000,,----,----,Queens,,,,QN-12,27,,,,,,,2016-08-08T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-08-08T00:00:00.000,No,,False,Not Subject to LL44
62996,CONFIDENTIAL,2016-08-11T00:00:00.000,,----,----,Queens,,,,QN-11,23,,,,,,,2016-08-11T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-08-11T00:00:00.000,No,,False,Not Subject to LL44
63003,28-16 21ST STREET,2017-06-19T00:00:00.000,975550,14-51,29 AVENUE,Queens,11102,4005380046,4617126,QN-01,22,83,QN0102,40.771344,-73.929065,40.770846,-73.927458,2021-11-24T00:00:00.000,New Construction,No,Non Prevailing Wage,,,10.0,,5.0,,2.0,8.0,5.0,,,,,,15.0,,15.0,50,Multifamily Incentives Program,2021-11-24T00:00:00.000,No,421a,False,Not Subject to LL44
63007,CONFIDENTIAL,2016-08-05T00:00:00.000,,----,----,Staten Island,,,,SI-01,49,,,,,,,2016-08-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-08-05T00:00:00.000,No,,False,Not Subject to LL44
63011,CONFIDENTIAL,2016-08-18T00:00:00.000,,----,----,Brooklyn,,,,BK-11,44,,,,,,,2016-08-18T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-08-18T00:00:00.000,No,,False,Not Subject to LL44
63012,CONFIDENTIAL,2016-08-24T00:00:00.000,,----,----,Staten Island,,,,SI-01,49,,,,,,,2016-08-24T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-08-24T00:00:00.000,No,,False,Not Subject to LL44
63013,CONFIDENTIAL,2016-08-30T00:00:00.000,,----,----,Bronx,,,,BX-10,13,,,,,,,2016-08-30T00:00:00.000,New Construction,No,Non Prevailing Wage,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-08-30T00:00:00.000,No,,False,Not Subject to LL44
63014,1325 SOUTHERN BOULEVARD,2018-01-18T00:00:00.000,975336,1325,SOUTHERN BOULEVARD,Bronx,10459,2029760098,2010494,BX-03,17,123,BX0303,40.831084,-73.891496,40.83135,-73.89173,2023-11-02T00:00:00.000,New Construction,No,Non Prevailing Wage,,12.0,18.0,,,1.0,5.0,10.0,12.0,4.0,,,,,31.0,,31.0,31,Small Homes Program,2023-11-02T00:00:00.000,No,420c,True,HPD Financed
63026,LOS SURES. 11-23 MONTIETH ST. RHEINGOLD,2021-09-29T00:00:00.000,974198,2025-11-23T00:00:00.000,MONTIETH STREET,Brooklyn,11206,3031390030,3000000,BK-04,34,391,BK0401,40.701439,-73.936255,40.701692,-73.936056,2024-02-29T00:00:00.000,New Construction,No,Prevailing Wage,93.0,,,,,1.0,54.0,39.0,1.0,,,,,,94.0,,94.0,94,Multifamily Finance Program,2024-02-29T00:00:00.000,No,420c,True,HPD Financed
63036,MHANY. 1921 CORTELYOU ROAD,2018-06-13T00:00:00.000,983224,1921,CORTELYOU ROAD,Brooklyn,11226,3051507501,3118533,BK-14,40,514,BK1401,40.642981,-73.960532,40.643456,-73.960118,2020-12-18T00:00:00.000,New Construction,No,Non Prevailing Wage,53.0,8.0,14.0,,,1.0,48.0,16.0,12.0,,,,,,76.0,,76.0,76,Multifamily Finance Program,2020-12-18T00:00:00.000,No,420c,True,HPD Financed
63093,CONFIDENTIAL,2016-10-13T00:00:00.000,,----,----,Staten Island,,,,SI-02,50,,,,,,,2016-10-13T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-10-13T00:00:00.000,No,,False,Not Subject to LL44
63095,CONFIDENTIAL,2016-10-21T00:00:00.000,,----,----,Queens,,,,QN-12,27,,,,,,,2016-10-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-10-21T00:00:00.000,No,,False,Not Subject to LL44
63096,CONFIDENTIAL,2016-10-28T00:00:00.000,,----,----,Bronx,,,,BX-03,17,,,,,,,2016-10-28T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,1,Homeowner Assistance Program,2016-10-28T00:00:00.000,No,,False,Not Subject to LL44
63121,2211 THIRD AVENUE,2017-03-30T00:00:00.000,976304,210,EAST 121 STREET,Manhattan,10035,1017857503,1089662,MN-11,8,194,MN1102,40.800923,-73.937196,40.800767,-73.937395,,New Construction,No,Non Prevailing Wage,,,22.0,,,,3.0,7.0,12.0,,,,,,22.0,,22.0,108,Multifamily Incentives Program,,No,421a,False,Not Subject to LL44
63122,VOA. 112 EAST CLARKE PLACE,2018-06-28T00:00:00.000,974443,112,CLARKE PLACE EAST,Bronx,10452,2028390049,2129183,BX-04,16,22102,BX0403,40.837558,-73.916927,40.837269,-73.91675,2021-04-02T00:00:00.000,New Construction,No,Prevailing Wage,121.0,,,,,1.0,98.0,23.0,1.0,,,,,,122.0,,122.0,122,Multifamily Finance Program,2021-04-02T00:00:00.000,No,420c,True,HPD Financed
63151,SPOFFORD DETENTION CENTER PHASE 1,2019-06-27T00:00:00.000,988458,720,TIFFANY STREET,Bronx,10474,2027387501,2130390,BX-02,17,9301,BX0201,40.814593,-73.891324,40.814664,-73.890876,2022-06-09T00:00:00.000,New Construction,No,Non Prevailing Wage,36.0,36.0,110.0,,,1.0,38.0,61.0,60.0,24.0,,,,,183.0,,183.0,183,Multifamily Finance Program,2023-09-29T00:00:00.000,No,420c,True,HPD Financed
63154,RIVERWALK 8,2018-12-18T00:00:00.000,959077,460,MAIN STREET,Manhattan,10044,1013730009,1088859,MN-08,5,23804,MN0801,40.759183,-73.951963,40.759018,-73.951187,2021-02-23T00:00:00.000,New Construction,No,Non Prevailing Wage,,69.0,33.0,68.0,170.0,1.0,82.0,158.0,51.0,50.0,,,,,341.0,,341.0,341,Multifamily Finance Program,2021-07-14T00:00:00.000,No,,True,HPD Financed
63168,MANHANTANVILLE (PHASE II),2018-12-27T00:00:00.000,967819,3595,BROADWAY,Manhattan,10031,1020947503,1083034,MN-09,7,233,MN0903,40.828165,-73.949199,40.828308,-73.949528,2018-12-27T00:00:00.000,Preservation,Yes,Non Prevailing Wage,,,7.0,,,,,,7.0,,,,,,,7.0,7.0,43,Multifamily Finance Program,2018-12-27T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63172,1618 FULTON STREET,2018-06-22T00:00:00.000,974500,1620,FULTON STREET,Brooklyn,11213,3016990033,3426584,BK-03,36,271,BK0302,40.679648,-73.936048,40.679412,-73.936185,2021-04-26T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,21.0,23.0,50.0,,1.0,26.0,46.0,31.0,,,,,,103.0,,103.0,103,Multifamily Finance Program,2023-01-19T00:00:00.000,No,Article XI,True,HPD Financed
63174,CONFIDENTIAL,2016-11-08T00:00:00.000,,----,----,Queens,,,,QN-13,31,,,,,,,2017-02-08T00:00:00.000,Preservation,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2017-02-08T00:00:00.000,No,,False,Not Subject to LL44
63209,HUNTERS POINT SOUTH PARCEL C -SOUTH TOWER,2018-12-26T00:00:00.000,986657,52-41,CENTER BOULEVARD,Queens,11101,4000067505,4617913,QN-02,26,101,QN0201,40.741408,-73.960654,40.741386,-73.960164,2021-04-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,80.0,,65.0,40.0,1.0,89.0,36.0,61.0,,,,,,186.0,,186.0,394,Multifamily Finance Program,2021-04-21T00:00:00.000,No,421a,True,HPD Financed
63221,"THEHUTCHINSONPARKWAYAPARTMENTS,INC.HRP.FY17",2017-06-30T00:00:00.000,88010,1950,HUTCH RIVER PARKWAY EAST,Bronx,10461,2042300015,2047168,BX-10,13,300,BX1003,40.851353,-73.835612,40.85121,-73.835179,,Preservation,No,Non Prevailing Wage,75.0,81.0,2.0,,,1.0,,24.0,83.0,52.0,,,,,2.0,157.0,159.0,159,Multifamily Finance Program,,No,J-51 Enriched,True,HPD Financed
63225,CONFIDENTIAL,2016-11-29T00:00:00.000,,----,----,Brooklyn,,,,BK-05,42,,,,,,,2017-03-24T00:00:00.000,Preservation,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2017-03-24T00:00:00.000,No,,False,Not Subject to LL44
63252,37 AVENUE B HDFC.HRP.FY19,2019-06-13T00:00:00.000,6478,37,AVENUE B,Manhattan,10009,1003860001,1004610,MN-03,2,2601,MN0303,40.72276,-73.982889,40.722692,-73.982629,2021-03-18T00:00:00.000,Preservation,No,Non Prevailing Wage,4.0,2.0,,,,,,,3.0,3.0,,,,,6.0,,6.0,6,Multifamily Finance Program,2021-03-18T00:00:00.000,No,Article XI,True,HPD Financed
63260,ENNIS FRANCIS III B1,2022-12-20T00:00:00.000,1006138,212,WEST 124 STREET,Manhattan,10027,1019290057,1091647,MN-10,9,222,MN1001,40.808595,-73.949557,40.808661,-73.950283,2024-10-02T00:00:00.000,New Construction,No,Non Prevailing Wage,51.0,43.0,74.0,,,1.0,81.0,43.0,45.0,,,,,,169.0,,169.0,169,Multifamily Finance Program,2024-10-02T00:00:00.000,No,,True,HPD Financed
63267,CONFIDENTIAL,2016-11-01T00:00:00.000,,----,----,Queens,,,,QN-06,29,,,,,,,2016-11-01T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-11-01T00:00:00.000,No,,False,Not Subject to LL44
63269,CONFIDENTIAL,2016-11-16T00:00:00.000,,----,----,Bronx,,,,BX-07,14,,,,,,,2016-11-16T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-11-16T00:00:00.000,No,,False,Not Subject to LL44
63271,CONFIDENTIAL,2016-11-01T00:00:00.000,,----,----,Queens,,,,QN-12,28,,,,,,,2016-11-01T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-11-01T00:00:00.000,No,,False,Not Subject to LL44
63274,CONFIDENTIAL,2016-11-29T00:00:00.000,,----,----,Brooklyn,,,,BK-18,45,,,,,,,2016-11-29T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2016-11-29T00:00:00.000,No,,False,Not Subject to LL44
63282,12 ECKFORD,2018-05-24T00:00:00.000,974942,12,ECKFORD STREET,Brooklyn,11222,3027140033,3428522,BK-01,33,499,BK0101,40.720686,-73.947835,40.720554,-73.947413,2021-10-19T00:00:00.000,New Construction,No,Non Prevailing Wage,,,21.0,,10.0,,11.0,13.0,7.0,,,,,,31.0,,31.0,101,Multifamily Incentives Program,2021-10-19T00:00:00.000,No,421a,False,Not Subject to LL44
63289,ARKER. 888 FOUNTAIN AVE. BUILDING B1,2017-11-02T00:00:00.000,1014975,10,SCHROEDERS WALK,Brooklyn,11239,3045860202,3424763,BK-05,42,107001,BK0504,40.657958,-73.867096,40.657676,-73.867489,2020-11-19T00:00:00.000,New Construction,No,Prevailing Wage,199.0,,,,,1.0,,199.0,1.0,,,,,,200.0,,200.0,200,Multifamily Finance Program,,No,420c,True,HPD Financed
63326,469 TOMPKINS AVE.GHPP.FY20,2020-02-11T00:00:00.000,381711,469,TOMPKINS AVENUE,Brooklyn,11216,3018520005,3053349,BK-03,36,269,BK0301,40.681349,-73.943499,40.681401,-73.943229,,Preservation,No,Non Prevailing Wage,,,5.0,1.0,,,3.0,2.0,1.0,,,,,,6.0,,6.0,6,Multifamily Finance Program,,No,J-51 Enriched,True,HPD Financed
63332,CIRRUS REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,60016,717,CROTONA PARK NORTH,Bronx,10457,2029480020,2009924,BX-06,15,36902,BX0602,40.841894,-73.893581,40.842023,-73.893364,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,,9.0,37.0,,,1.0,,33.0,8.0,6.0,,,,,47.0,,47.0,47,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63335,CONFIDENTIAL,2016-12-07T00:00:00.000,,----,----,Staten Island,,,,SI-01,49,,,,,,,2017-09-14T00:00:00.000,Preservation,No,Non Prevailing Wage,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2017-09-14T00:00:00.000,No,,False,Not Subject to LL44
63338,CONFIDENTIAL,2016-10-27T00:00:00.000,,----,----,Brooklyn,,,,BK-17,45,,,,,,,2016-12-05T00:00:00.000,Preservation,No,Non Prevailing Wage,,,2.0,,,,,,,,,,,2.0,,2.0,2.0,2,Homeowner Assistance Program,2016-12-05T00:00:00.000,No,,False,Not Subject to LL44
63339,CONFIDENTIAL,2016-11-30T00:00:00.000,,----,----,Queens,,,,QN-12,27,,,,,,,2017-01-23T00:00:00.000,Preservation,No,Non Prevailing Wage,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1,Homeowner Assistance Program,2017-01-23T00:00:00.000,No,,False,Not Subject to LL44
63342,BILIG REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,92760,1924,LORING PLACE SOUTH,Bronx,10453,2032210015,2014855,BX-05,14,24502,BX0501,40.854779,-73.914346,40.854628,-73.91409,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,2.0,5.0,4.0,,,,,,1.0,10.0,,,,,11.0,,11.0,11,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63342,BILIG REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,107785,2243,RYER AVENUE,Bronx,10457,2031580043,2013731,BX-05,15,38301,BX0503,40.856068,-73.899516,40.856159,-73.899765,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,,3.0,16.0,1.0,,1.0,,6.0,6.0,9.0,,,,,21.0,,21.0,21,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63342,BILIG REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,107786,2247,RYER AVENUE,Bronx,10457,2031580041,2013730,BX-05,15,38301,BX0503,40.856128,-73.899491,40.856285,-73.899697,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,1.0,8.0,13.0,,,,,5.0,17.0,,,,,,22.0,,22.0,22,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63343,ENDACOFE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,115644,1455,TOWNSEND AVENUE,Bronx,10452,2028440033,2008111,BX-04,16,223,BX0403,40.841186,-73.915871,40.84126,-73.916109,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,2.0,11.0,40.0,,,1.0,,40.0,8.0,6.0,,,,,54.0,,54.0,54,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,45756,1801,ARCHER STREET,Bronx,10460,2039200029,2028634,BX-09,17,218,BX0901,40.837525,-73.867135,40.837742,-73.867026,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,,4.0,39.0,1.0,,1.0,8.0,27.0,10.0,,,,,,45.0,,45.0,45,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,45757,1807,ARCHER STREET,Bronx,10460,2039200024,2028633,BX-09,17,218,BX0901,40.837544,-73.866929,40.837774,-73.866697,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,,6.0,38.0,,,1.0,8.0,26.0,11.0,,,,,,45.0,,45.0,45,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,75968,1121,ELDER AVENUE,Bronx,10472,2037390067,2023838,BX-09,17,5002,BX0901,40.826776,-73.878762,40.826658,-73.879015,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,3.0,9.0,36.0,,,1.0,,33.0,14.0,2.0,,,,,49.0,,49.0,49,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,94091,1117,MANOR AVENUE,Bronx,10472,2037420070,2023962,BX-09,18,5002,BX0901,40.827113,-73.875979,40.82688,-73.8762,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,4.0,12.0,37.0,,,1.0,13.0,29.0,12.0,,,,,,54.0,,54.0,54,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,97386,1400,MORRIS AVENUE,Bronx,10456,2027860002,2007297,BX-04,16,225,BX0403,40.838102,-73.911242,40.83808,-73.910924,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,3.0,11.0,48.0,,,1.0,14.0,27.0,17.0,5.0,,,,,63.0,,63.0,63,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,115231,526,TINTON AVENUE,Bronx,10455,2025820034,2003971,BX-01,8,31,BX0101,40.812191,-73.90649,40.812243,-73.906182,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,7.0,25.0,44.0,,,1.0,,51.0,21.0,4.0,1.0,,,,77.0,,77.0,77,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00.000,122778,1214,WHEELER AVENUE,Bronx,10472,2037720012,2025108,BX-09,17,54,BX0901,40.829146,-73.880247,40.829135,-73.879968,2017-10-31T00:00:00.000,Preservation,Yes,Non Prevailing Wage,,4.0,12.0,,,1.0,6.0,6.0,1.0,4.0,,,,,17.0,,17.0,17,Multifamily Finance Program,2017-10-31T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63345,888 FOUNTAIN AVENUE BUILDING B3,2017-11-02T00:00:00.000,979242,881,ERSKINE STREET,Brooklyn,11239,3045860204,3424570,BK-05,42,107001,BK0504,40.657051,-73.868395,40.657558,-73.86803,2020-12-11T00:00:00.000,New Construction,No,Non Prevailing Wage,15.0,15.0,113.0,,,1.0,36.0,64.0,22.0,22.0,,,,,144.0,,144.0,144,Multifamily Finance Program,2020-12-11T00:00:00.000,No,420c,True,HPD Financed
63348,CONFIDENTIAL,2016-12-30T00:00:00.000,,----,----,Brooklyn,,,,BK-17,45,,,,,,,2017-01-11T00:00:00.000,Preservation,No,Non Prevailing Wage,,,2.0,,,,,,,2.0,,,,,,2.0,2.0,2,Homeowner Assistance Program,2017-01-11T00:00:00.000,No,,False,Not Subject to LL44
63349,CONFIDENTIAL,2016-12-30T00:00:00.000,,----,----,Brooklyn,,,,BK-18,46,,,,,,,2017-05-24T00:00:00.000,Preservation,No,Non Prevailing Wage,,,,2.0,,,,,,,,,,2.0,,2.0,2.0,2,Homeowner Assistance Program,2017-05-24T00:00:00.000,No,,False,Not Subject to LL44
63356,BUSHWICK CEDAR PARTNERS LLC.HUDMF.FY17,2017-06-02T00:00:00.000,216177,761,BUSHWICK AVENUE,Brooklyn,11221,3032310001,3073471,BK-04,34,393,BK0401,40.69555,-73.929048,40.695803,-73.92891,2017-06-02T00:00:00.000,Preservation,Yes,Non Prevailing Wage,57.0,7.0,4.0,1.0,,1.0,5.0,42.0,23.0,,,,,,70.0,,70.0,70,Multifamily Finance Program,2017-06-02T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63358,MADISON COURT LIMITED PARTNERSHIP.HUDMF.FY17,2017-06-14T00:00:00.000,506654,26-49,96 STREET,Queens,11369,4013760032,4032965,QN-03,21,361,QN0302,40.76175,-73.873076,40.761115,-73.872539,2017-06-14T00:00:00.000,Preservation,Yes,Non Prevailing Wage,38.0,13.0,16.0,1.0,,1.0,,38.0,17.0,8.0,6.0,,,,69.0,,69.0,69,Multifamily Finance Program,2017-06-14T00:00:00.000,Yes,Article XI,False,Not Subject to LL44
63367,CUCS. 302-314 W 127TH STREET. KELLY HOTEL,2018-06-26T00:00:00.000,982777,310,WEST 127 STREET,Manhattan,10027,1019530036,1091680,MN-10,9,215,MN1002,40.811626,-73.950603,40.81156,-73.951011,2020-12-29T00:00:00.000,New Construction,No,Prevailing Wage,71.0,,45.0,,,1.0,57.0,24.0,31.0,5.0,,,,,117.0,,117.0,117,Multifamily Finance Program,2020-12-29T00:00:00.000,No,420c,True,HPD Financed
63368,Marion Avenue Residence,2016-11-10T00:00:00.000,94395,2681,MARION AVENUE,Bronx,10458,2032870094,2128449,BX-07,15,40502,BX0702,40.865079,-73.890312,40.865501,-73.890348,2019-06-12T00:00:00.000,New Construction,No,Non Prevailing Wage,,,99.0,,,1.0,59.0,,41.0,,,,,,100.0,,100.0,100,Multifamily Incentives Program,2019-06-12T00:00:00.000,No,420c,False,Not Subject to LL44
63369,Brighton Houses Coop,2016-12-28T00:00:00.000,213417,500,BRIGHTWATER COURT,Brooklyn,11235,3086900091,3245104,BK-13,48,36002,BK1303,40.575745,-73.962217,40.575424,-73.962095,2018-10-31T00:00:00.000,Preservation,No,Non Prevailing Wage,,,,,193.0,,,96.0,97.0,,,,,,,193.0,193.0,193,Multifamily Finance Program,2018-10-31T00:00:00.000,No,Article II,False,Not Subject to LL44
63371,Scott Tower (HDC),2016-12-20T00:00:00.000,101663,3400,PAUL AVENUE,Bronx,10468,2032510420,2015444,BX-07,11,409,BX0702,40.87719,-73.889569,40.877445,-73.888885,2019-12-31T00:00:00.000,Preservation,No,Non Prevailing Wage,,,,,352.0,,2.0,60.0,206.0,84.0,,,,,,352.0,352.0,352,Multifamily Finance Program,2019-12-31T00:00:00.000,No,Article II,False,Not Subject to LL44
63372,Village East Towers (HDC),2016-12-29T00:00:00.000,6551,162,AVENUE C,Manhattan,10009,1003820100,1078025,MN-03,2,28,MN0303,40.725963,-73.977458,40.726086,-73.976473,2016-12-29T00:00:00.000,Preservation,No,Prevailing Wage,,,,,158.0,,,78.0,40.0,40.0,,,,,,158.0,158.0,158,Multifamily Finance Program,2016-12-29T00:00:00.000,No,Article II,False,Not Subject to LL44
63372,Village East Towers (HDC),2016-12-29T00:00:00.000,804714,411,EAST 10 STREET,Manhattan,10009,1003820100,1078024,MN-03,2,28,MN0303,40.725628,-73.97691,40.726086,-73.976473,2016-12-29T00:00:00.000,Preservation,No,Prevailing Wage,,,,,188.0,,23.0,71.0,94.0,,,,,,,188.0,188.0,188,Multifamily Finance Program,2016-12-29T00:00:00.000,No,Article II,False,Not Subject to LL44
