projectdwid,projectid,projectname,programname,startdate,projectedcompletiondate,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,commercial_square_footage,borrower_legal_entity_name,general_contractor_name,is_davis_bacon,is_section_220_nys_labor_law
19233,50352,Burnside Associates,Multifamily Finance Program,2014-06-19T00:00:00.000,2018-04-17T00:00:00.000,119,0,119.0,119,0.0,Burnside Housing Development Fund Corporation,Shaker Contracting,No,No
19423,50353,Webster Ryer (aka Mid-Webster Renewal),Multifamily Finance Program,2014-06-18T00:00:00.000,2016-02-19T00:00:00.000,68,0,68.0,68,0.0,Webster Ryer Housing Development Fund Corporation,"Shamas Contracting Co., Inc.",No,No
19344,50370,Halle Housing Associates,Multifamily Finance Program,2014-06-30T00:00:00.000,2017-06-22T00:00:00.000,202,0,202.0,202,0.0,Muhlenberg Community Housing Development Corporation In,"Shamas Contracting Co., Inc.",No,No
19528,50390,St Barnabas Housing For The Elderly,Multifamily Incentives Program,2014-06-24T00:00:00.000,2014-06-24T00:00:00.000,91,0,91.0,91,0.0,"St. Barnabas Housing Development Fund Company, Inc.",Heat Inc,No,No
18653,50407,East New York Resyndication (BRP),Multifamily Finance Program,2013-12-27T00:00:00.000,2016-08-24T00:00:00.000,0,0,468.0,468,0.0,ENY Development LLC,BRP Construction Group LLC,No,No
18994,50408,333 E 209TH STREET,Multifamily Finance Program,2014-06-26T00:00:00.000,2016-02-29T00:00:00.000,0,43,43.0,43,0.0,333-35 EAST 209 HOUSING DEVELOPMENT FUND CORPORATION,Heat Inc,No,No
19235,50410,CAMBA. 331 Saratoga Ave. Bergen Saratoga,Multifamily Finance Program,2014-06-03T00:00:00.000,2016-10-21T00:00:00.000,80,0,80.0,80,0.0,Bergen Saratoga L.P,DP Group General Contractors Developers Inc,No,No
19380,50411,LPC WAREHOUSE/ WILLIAMSBURG BRIDGEVIEW,Multifamily Finance Program,2016-06-29T00:00:00.000,2019-04-04T00:00:00.000,55,0,55.0,55,4104.0,LPC DEVELOPMENT GROUP LLC,Procida Construction,No,No
19281,50414,Daly IV HDFC,Multifamily Incentives Program,2013-12-16T00:00:00.000,,0,0,0.0,273,4351.0,DALY IV HDFC,CDC Construction Corporation of New York,No,No
19527,50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,Small Homes Program,2016-10-19T00:00:00.000,2018-03-27T00:00:00.000,0,19,19.0,19,0.0,RESTORING URBAN NEIGHBORHOODS LLC,Prisma Construction Inc,No,No
19568,50473,The Bedford,Multifamily Incentives Program,2014-03-28T00:00:00.000,2019-05-23T00:00:00.000,12,0,12.0,60,9805.0,Bedford-Webster LLC,Joy Construction Corp.,No,No
19239,50495,Calvary.112-02 Guy Brewer Boulevard,Multifamily Finance Program,2014-08-01T00:00:00.000,2016-06-15T00:00:00.000,53,0,53.0,53,0.0,"Calvary Grandparent Residence, LLC",D & F DEVELOPMENT XVIII LLC,No,No
19098,50497,655 Morris Avenue,Multifamily Finance Program,2014-06-26T00:00:00.000,2016-12-01T00:00:00.000,176,0,176.0,176,9481.0,"Morris Avenue Housing Development Fund Company, Inc.",Monadnock Construction,No,No
18896,50509,2605 Grand Concourse,Multifamily Finance Program,2015-12-23T00:00:00.000,2018-10-16T00:00:00.000,94,0,94.0,94,0.0,2605 GC OWNER LLC,J E LEVINE BUILDER INC,No,No
19480,50519,Randolph Houses Phase II,Multifamily Finance Program,2016-06-29T00:00:00.000,2018-06-20T00:00:00.000,115,0,115.0,115,0.0,TRINITY WEST HARLEM PHASE TWO,"Mega Contracting, Inc.",No,No
18732,50568,CONFIDENTIAL,Homeowner Assistance Program,2013-09-25T00:00:00.000,2014-05-23T00:00:00.000,0,0,0.0,0,0.0,-,EMPIREHD INC,No,No
18815,50580,180 Saint Nicholas Avenue HDFC,Multifamily Finance Program,2014-06-24T00:00:00.000,2017-10-25T00:00:00.000,0,21,21.0,21,0.0,180 St Nicholas HDFC,"Shamas Contracting Co., Inc.",No,No
19514,50583,SECOND ATLANTIC TERMINAL HOUSING CORPORATION,Multifamily Finance Program,2014-06-26T00:00:00.000,2017-06-29T00:00:00.000,0,305,305.0,305,0.0,Second Atlantic Terminal Housing Corporation,NO GENERAL CONTRACTOR,No,No
18630,50602,POP. Caring Communities,Multifamily Finance Program,2013-11-21T00:00:00.000,2016-06-01T00:00:00.000,0,0,83.0,236,0.0,Caring Supported Housing LLC,MDG Design & Construction,No,No
19324,50605,Fulton Plaza HDFC,Multifamily Finance Program,2014-08-28T00:00:00.000,2016-02-25T00:00:00.000,0,0,,40,0.0,Fulton Plaza Housing Development Fund Corporation,"Shamas Contracting Co., Inc.",No,No
19401,50606,MRC-754 E. 161 St. HDFC,Multifamily Finance Program,2014-08-26T00:00:00.000,2015-06-26T00:00:00.000,0,0,,81,0.0,MRC-754 East 161 St.reet Housing Development Fund Corporation,"Shamas Contracting Co., Inc.",No,No
18694,50609,1095 Bushwick Ave HDFC,Multifamily Finance Program,2014-06-26T00:00:00.000,2020-10-23T00:00:00.000,5,10,15.0,15,0.0,1095 Bushwick Avenue HDFC,Avante Contracting Corp.,No,No
18995,50611,334 BEACH 54TH STREET,Sandy Program,2013-10-29T00:00:00.000,2016-10-12T00:00:00.000,0,0,,32,0.0,"Beach Street II, LP",M & E Electrical Contracting,Yes,No
19148,50623,95-01 ROCKAWAY BEACH BLVD,Sandy Program,2013-10-29T00:00:00.000,2016-01-21T00:00:00.000,0,0,,72,4628.0,"9501 Co, LLC",Universal Contracting of NY Corp,Yes,No
19290,50638,Doe.1345 Rogers Ave,Multifamily Finance Program,2015-12-24T00:00:00.000,2020-01-10T00:00:00.000,123,0,123.0,123,0.0,ROGERS APARTMENTS LLC,"M. Melnick & Co., Inc.",Yes,No
19105,50655,695 GRAND STREET,Multifamily Finance Program,2015-12-22T00:00:00.000,2019-03-28T00:00:00.000,51,0,51.0,51,11739.0,695 GRAND STREET LLC,Galaxy,No,No
18925,50675,2800 COYLE - SANDY RECOVERY,Sandy Program,2016-02-25T00:00:00.000,2017-06-12T00:00:00.000,0,0,,157,0.0,A A D CONSTRUCTION CORP,A A D CONSTRUCTION CORP,Yes,No
18903,50677,2650 OCEAN PARKWAY,Sandy Program,2014-12-09T00:00:00.000,2017-09-27T00:00:00.000,0,0,,190,0.0,Ocean Terrace Owners Inc.,"Shamas Contracting Co., Inc.",Yes,No
18904,50735,2654 EAST 23RD STREET BROOKLYN,Sandy Program,2015-10-30T00:00:00.000,2017-04-20T00:00:00.000,0,0,,16,0.0,Prisma Construction Inc,Prisma Construction Inc,Yes,No
18933,50741,2817 WEST 20TH STREET BROOKLYN,Sandy Program,2015-06-29T00:00:00.000,2017-04-21T00:00:00.000,0,0,,5,0.0,KONSTANT KONSTRUCTION CORP,KONSTANT KONSTRUCTION CORP,No,No
18971,50744,3038 BRIGHTON 14 STREET BROOKLYN,Sandy Program,2015-02-11T00:00:00.000,2015-05-13T00:00:00.000,0,0,,5,0.0,3048 Brighton LLC,EMPIREHD INC,No,No
18824,50753,191 NEPTUNE AVE BROOKLYN,Sandy Program,2015-06-10T00:00:00.000,2017-04-20T00:00:00.000,0,0,,5,0.0,Tip Top General Contracting Corp.,Tip Top General Contracting Corp.,No,No
18750,50774,"148 BEACH 94 STREET, QUEENS",Sandy Program,2016-05-18T00:00:00.000,2017-05-18T00:00:00.000,0,0,,7,0.0,Horizon Construction,Horizon Construction,No,No
18968,50777,"3031 BRIGHTON 14 STREET, BROOKLYN",Sandy Program,2016-12-02T00:00:00.000,2017-12-20T00:00:00.000,0,0,,47,0.0,EMPIREHD,"EMPIREHD, INC.",Yes,No
18999,50778,"3411 GUIDER AVENUE, BROOKLYN",Sandy Program,2015-12-17T00:00:00.000,2016-09-16T00:00:00.000,0,0,,6,0.0,EMPIREHD INC,EMPIREHD INC,No,No
18965,50788,"303 EAST 8TH STREET, MANHATTAN",Sandy Program,2015-07-15T00:00:00.000,2019-11-19T00:00:00.000,0,0,,13,0.0,A.A.D. CONSTRUCTION CORP.,A A D CONSTRUCTION CORP,Yes,No
18867,50793,"217 EAST 7 STREET, MANHATTAN",Sandy Program,2015-09-18T00:00:00.000,2016-04-01T00:00:00.000,0,0,,16,0.0,"EMPIREHD, INC.",EMPIREHD INC,Yes,No
18792,50795,"165-167-169 Avenue C, Manhattan",Sandy Program,2015-06-26T00:00:00.000,2016-02-17T00:00:00.000,0,0,,24,3000.0,"EMPIREHD, INC.",EMPIREHD INC,Yes,No
19113,50801,77 AVENUE C MANHATTAN,Sandy Program,2017-03-30T00:00:00.000,2018-07-24T00:00:00.000,0,0,,16,1030.0,NEW HO XIN DEVELOPMENT INC,NEW HO XIN DEVELOPMENT INC,Yes,No
18738,50804,134-136 AVENUE C MANHATTAN,Sandy Program,2015-09-30T00:00:00.000,2017-05-23T00:00:00.000,0,0,,22,0.0,EMPIREHD INC,EMPIREHD INC,Yes,No
19024,50805,391 EAST 10TH STREET MANHATTAN,Sandy Program,2015-09-30T00:00:00.000,2017-05-23T00:00:00.000,0,0,,7,0.0,EMPIREHD INC,EMPIREHD INC,No,No
18990,50806,327 EAST 8TH STREET MANHATTAN,Sandy Program,2015-09-30T00:00:00.000,2017-05-23T00:00:00.000,0,0,,12,0.0,"EMPIREHD, INC.",EMPIREHD INC,Yes,No
18800,50807,171 AVENUE B MANHATTAN,Sandy Program,2015-05-14T00:00:00.000,2016-02-24T00:00:00.000,0,0,,9,993.0,"EMPIREHD, INC.",EMPIREHD INC,Yes,No
18868,50808,218 EAST 7TH STREET MANHATTAN,Sandy Program,2015-09-30T00:00:00.000,2017-05-23T00:00:00.000,0,0,,5,0.0,EMPIREHD INC,EMPIREHD INC,No,No
19422,50813,METRO EAST 99TH STREET,Sandy Program,2014-05-01T00:00:00.000,2015-04-07T00:00:00.000,0,0,,176,0.0,METRO EAST 99 STREET LLC,Procida Construction,Yes,No
18847,50815,BUCKINGHAM - 2044 RICHMOND TERR - RESILIENCY,Multifamily Finance Program,2018-07-11T00:00:00.000,2021-11-10T00:00:00.000,36,0,36.0,36,0.0,CHV BUCKINGHAM HDFC,HORIZON CONSTRUCTION INC.,Yes,No
19068,50818,FLEMISTER HOUSE - RESILIENCY,Sandy Program,2017-08-29T00:00:00.000,2021-02-08T00:00:00.000,0,0,,50,0.0,THE SWEET CONSTRUCTION GROUP,THE SWEET CONSTRUCTION GROUP,Yes,No
18798,50819,169 AVENUE B MANHATTAN,Sandy Program,2015-05-14T00:00:00.000,2016-02-24T00:00:00.000,0,0,,9,1000.0,EMPIREHD INC,EMPIREHD INC,Yes,No
18997,50820,334 EAST 8 STREET MANHATTAN,Sandy Program,2015-09-30T00:00:00.000,2018-01-30T00:00:00.000,0,0,,30,0.0,EMPIREHD INC,EMPIREHD INC,Yes,No
18807,50821,173 AVENUE B MANHATTAN,Sandy Program,2015-09-30T00:00:00.000,2017-05-23T00:00:00.000,0,0,,9,1079.0,EMPIREHD INC,EMPIREHD INC,Yes,No
18991,50837,330 SPRING STREET,Sandy Program,2016-12-28T00:00:00.000,2019-09-05T00:00:00.000,0,0,,40,6766.0,HORIZON CONSTRUCTION INC,HORIZON CONSTRUCTION INC.,Yes,No
19171,50847,BCDHC 138-11 BEACH CHANNEL DRIVE,Sandy Program,2017-01-27T00:00:00.000,2018-12-10T00:00:00.000,0,0,,41,0.0,"EMPIREHD, INC.",EMPIREHD,Yes,No
18790,50866,"166 BEACH 123RD STREET, QUEENS",Sandy Program,2015-06-11T00:00:00.000,2017-04-20T00:00:00.000,0,0,,6,0.0,"EMPIREHD, INC.",EMPIREHD INC,No,No
19510,50868,SEAVIEW ESTATES,Sandy Program,2017-02-23T00:00:00.000,2019-04-01T00:00:00.000,0,0,,223,0.0,HORIZON CONSTRUCTION INC,HORIZON CONSTRUCTION INC.,Yes,No
19041,50869,"431 Beach 122nd Street, Queens",Sandy Program,2016-06-21T00:00:00.000,2017-03-08T00:00:00.000,0,0,,5,0.0,Tip Top General Contracting Corp.,Tip Top General Contracting Corp.,No,No
18701,50895,112-22 ROCKAWAY BEACH BLVD,Sandy Program,2016-09-16T00:00:00.000,2017-07-18T00:00:00.000,0,0,,23,300.0,NS CONSTRUCTION LLC,NS CONSTRUCTION LLC,Yes,No
19206,50902,BELLE SHORES 180 BEACH 101 STREET,Sandy Program,2017-12-19T00:00:00.000,2020-01-29T00:00:00.000,0,0,,78,0.0,A.A.D. CONSTRUCTION CORP.,A.A.D. CONSTRUCTION CORP,Yes,No
18749,50933,147 BEACH 59 STREET QUEENS,Sandy Program,2017-06-07T00:00:00.000,2020-09-02T00:00:00.000,0,0,,11,0.0,"EMPIREHD, INC.",EMPIREHD,Yes,No
18740,50938,1347 BRISTOW ST,Multifamily Finance Program,2015-11-18T00:00:00.000,2017-03-13T00:00:00.000,13,10,23.0,23,0.0,1347 Bristow Street Housing Development Fund Corporation,GREEN LINE CONSTRUCTION USA INC,No,No
19269,50942,Creston-Burnside,Multifamily Finance Program,2015-06-29T00:00:00.000,2019-02-27T00:00:00.000,114,0,114.0,114,11234.0,2030 CRESTON AVE LLC,MacQuesten Construction Management,No,No
18748,50959,"145 BEACH 92ND STREET, QUEENS",Sandy Program,2015-12-17T00:00:00.000,2020-03-31T00:00:00.000,0,0,,5,0.0,Tip Top General Contracting Corp.,Tip Top General Contracting Corp.,No,No
19450,50996,OCEANA - SANDY RECOVERY,Sandy Program,2016-03-01T00:00:00.000,2017-06-23T00:00:00.000,0,0,,112,0.0,HORIZON CONSTRUCTION INC,Horizon Construction,Yes,No
18910,51023,2727 Ocean Parkway,Sandy Program,2014-08-22T00:00:00.000,2016-08-22T00:00:00.000,0,0,,174,400.0,Lincoln Shores Owners Inc,US Tech Construction Corp,Yes,No
18764,51031,"155 AVENUE C, MANHATTAN",Sandy Program,2015-05-21T00:00:00.000,2015-09-11T00:00:00.000,0,0,,16,1000.0,EMPIREHD INC,EMPIREHD INC,Yes,No
18712,51035,"117-17 NEWPORT AVENUE, QUEENS",Sandy Program,2015-12-09T00:00:00.000,2016-05-11T00:00:00.000,0,0,,6,0.0,EMPIREHD INC,EMPIREHD INC,Yes,No
18978,51047,"3099 BRIGHTON 6 STREET, BROOKLYN",Sandy Program,2018-03-19T00:00:00.000,,0,0,,96,0.0,CERUMIDY REALTY INC,"NOKAJ CONSTRUCTION GROUP, INC.",Yes,No
18881,51051,2330 Voorhies Avenue- Repair,Sandy Program,2015-07-16T00:00:00.000,2017-12-12T00:00:00.000,0,0,,105,0.0,EMPIRE COMMERCIAL CORP,EMPIRE COMMERCIAL CORP,Yes,No
18888,51052,"248-252 EAST 7 STREET, MANHATTAN",Sandy Program,2015-10-02T00:00:00.000,2016-11-02T00:00:00.000,0,0,,12,0.0,"EMPIREHD, INC.",EMPIREHD INC,Yes,No
19048,51056,"445 BALTIC STREET, 190 BUTLER STREET, BROOKLYN",Sandy Program,2016-04-29T00:00:00.000,2017-12-28T00:00:00.000,0,0,,9,0.0,Horizon Construction,Horizon Construction,No,No
18806,51064,"1726 MERMAID AVENUE, BROOKLYN",Sandy Program,2016-11-22T00:00:00.000,2017-07-14T00:00:00.000,0,0,,7,820.0,"EMPIREHD, INC.",EMPIREHD,No,No
18716,51065,"119-08 ROCKAWAY BEACH BOULEVARD, QUEENS",Sandy Program,2016-07-19T00:00:00.000,2016-12-31T00:00:00.000,0,0,,6,0.0,EMPIREHD INC,EMPIREHD INC,No,No
19036,51067,"412 EAST 10 STREET, MANHATTAN",Sandy Program,2016-06-21T00:00:00.000,2019-09-23T00:00:00.000,0,0,,24,0.0,HORIZON CONSTRUCTION INC,Horizon Construction,Yes,No
19049,51104,456 Washington Street,Multifamily Incentives Program,2014-06-26T00:00:00.000,2016-10-07T00:00:00.000,22,0,22.0,107,0.0,Bridge Land West LLC,Monadnock Construction,No,No
19170,51123,BAM Cultural District North Site Tower II,Multifamily Finance Program,2015-05-07T00:00:00.000,2018-03-20T00:00:00.000,50,0,50.0,123,2803.0,ROSE BCD A LLC,Lettire Construction,No,No
19310,51143,Edward Dozier HDFC,Multifamily Finance Program,2015-06-24T00:00:00.000,2017-07-14T00:00:00.000,58,0,58.0,58,600.0,EDWARD DOZIER SR HOUSING,R and S Construction Corp.,No,No
19459,51150,Park Avenue Thorpe,Multifamily Finance Program,2014-06-30T00:00:00.000,2017-03-15T00:00:00.000,20,0,20.0,20,0.0,Park Avenue Thorpe Housing Development Fund Corporation,R and S Construction Corp.,No,No
19142,51168,"91-16 SHORE FRONT PARKWAY, QUEENS, NY",Sandy Program,2016-10-21T00:00:00.000,2017-07-24T00:00:00.000,0,0,,43,0.0,EMPIREHD,EMPIREHD,Yes,No
19229,51175,BROOK 156,Multifamily Finance Program,2020-10-01T00:00:00.000,,52,0,52.0,52,0.0,BROOK 156 ASSOCIATES L.P.,Mountco Construction,No,No
19461,51177,Edgecombe Preservation Reyndication (Phase),Multifamily Finance Program,2014-06-27T00:00:00.000,2016-03-01T00:00:00.000,254,0,254.0,254,6084.0,Edgecombe Preservation LLC,L & M Builders,No,No
19479,51179,"QUINCY SENIOR RESIDENCES, L.P.",Multifamily Finance Program,2014-12-23T00:00:00.000,,94,0,94.0,94,0.0,"Quincy Senior Residences, L.P.","Two Brothers Construction, LLC",No,No
18908,51248,270 Convent Ave HDFC,Multifamily Finance Program,2015-06-29T00:00:00.000,2021-06-06T00:00:00.000,60,0,60.0,60,0.0,270 Convent Avenue HDFC,"Shamas Contracting Co., Inc.",No,No
18859,51249,2120 Mapes Avenue HDFC,Multifamily Finance Program,2014-05-30T00:00:00.000,2017-06-13T00:00:00.000,0,29,29.0,29,0.0,2120 Mapes Avenue HDFC,"Shamas Contracting Co., Inc.",No,No
19427,51252,Mount Sharon HDFC,Multifamily Finance Program,2014-06-26T00:00:00.000,2016-05-13T00:00:00.000,106,0,106.0,106,0.0,Mount Sharon LLC,FG-PH Corporation,No,No
19948,51260,OCEAN VILLAGE - SANDY RECOVERY,Sandy Program,2017-06-19T00:00:00.000,,0,0,,1093,33640.0,"STEVEN DUBNER LANDSCAPING, INC.","STEVEN DUBNER LANDSCAPING, INC.",Yes,No
20005,51261,RIVERBEND COOP. - RESILIENCY + REPAIR,Sandy Program,2016-12-22T00:00:00.000,2018-09-27T00:00:00.000,0,0,,625,4500.0,AM&G WATERPROOFING LLC,AM&G WATERPROOFING LLC,Yes,No
19911,51271,BRIGHTON HOUSES COOP,Sandy Program,2016-12-28T00:00:00.000,,0,0,,193,0.0,BRIGHTON HOUSE INC.,ALL-CON CONTRACTING CORP.,Yes,No
20298,51274,HAVEN PLAZA - SANDY RECOVERY,Sandy Program,2016-12-28T00:00:00.000,,0,0,,372,4888.0,HAVEN PLAZA SQUARE LLC,"ICS BUILDERS, INC.",Yes,No
19956,51278,ARCHER AVENUE,Multifamily Finance Program,2014-12-22T00:00:00.000,2018-03-06T00:00:00.000,89,0,89.0,89,7234.0,Archer Merrick Limited Partnership,Chateau GC LLC,No,No
20021,51299,GATEWAY ELTON III,Multifamily Finance Program,2014-06-27T00:00:00.000,2016-11-25T00:00:00.000,287,0,287.0,287,19069.0,Elton Owner III LLC,Ashford Locke Builders LLC,No,No
19954,51300,OCEAN PARK - SANDY RECOVERY,Sandy Program,2017-10-27T00:00:00.000,,0,0,,602,0.0,SNS ORGANIZATION DBA PLATINUM ENERGY GROUP,SNS ORGANIZATION DBA PLATINUM ENERGY GROUP,Yes,No
19929,51301,BRKG GND. 626 BERGEN AVE. LA CENTRAL,Multifamily Finance Program,2017-06-29T00:00:00.000,2019-06-18T00:00:00.000,161,0,161.0,161,0.0,"LA CENTRAL SUPPORTIVE, LP",MONADNOCK CONSTRUCTION,Yes,No
20236,51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,Multifamily Finance Program,2017-12-28T00:00:00.000,,496,0,496.0,496,32023.0,LA CENTRAL OWNER LLC,Mountco Construction,No,No
19908,51314,"2626 EAST 26 STREET, BROOKLYN",Sandy Program,2015-12-17T00:00:00.000,2016-05-11T00:00:00.000,0,0,,18,0.0,"EMPIREHD, INC.",EMPIREHD INC,Yes,No
19891,51317,"3024 WEST 23 STREET, BROOKLYN",Sandy Program,2017-06-23T00:00:00.000,2019-01-22T00:00:00.000,0,0,,10,0.0,EMPIREHD,EMPIREHD,Yes,No
20050,51319,"2800 EAST 29 STREET, BROOKLYN",Sandy Program,2015-12-11T00:00:00.000,2016-05-09T00:00:00.000,0,0,,18,0.0,HORIZON CONSTRUCTION INC.,Horizon Construction,Yes,No
20091,51320,"214 BAY 44 STREET, BROOKLYN",Sandy Program,2015-08-20T00:00:00.000,2015-12-02T00:00:00.000,0,0,,18,2781.0,EMPIREHD INC,EMPIREHD INC,Yes,No
20295,51357,PS 186 AKA BGCH (BOYS AND GIRLS CLUB OF HARLEM),Multifamily Finance Program,2014-07-09T00:00:00.000,2016-11-16T00:00:00.000,79,0,79.0,79,0.0,FS 140th Street Housing Development Fund Corporation,Monadnock Construction,No,No
20135,51378,Stammtisch - Troutman,Multifamily Finance Program,2016-06-23T00:00:00.000,2021-04-29T00:00:00.000,6,0,6.0,6,0.0,Sunset 203k HDFC,BRISA BUILDERS CORP,No,No
19916,51380,"151-44 80 STREET, QUEENS",Sandy Program,2016-03-23T00:00:00.000,2016-07-11T00:00:00.000,0,0,,9,0.0,EMPIREHD INC,EMPIREHD INC,Yes,No
19923,51382,"129 BEACH 118 STREET, QUEENS",Sandy Program,2017-01-20T00:00:00.000,2017-06-08T00:00:00.000,0,0,,68,0.0,EMPIREHD,EMPIREHD,Yes,No
20053,51384,236-238 EAST 7TH STREET,Sandy Program,2016-10-20T00:00:00.000,2018-01-16T00:00:00.000,0,0,,50,800.0,GEM MECHANICAL LLC,GEM MECHANICAL LLC,Yes,No
19965,51396,"RIVERBEND HOUSING COMPANY, INC.",Multifamily Finance Program,2015-06-24T00:00:00.000,2018-01-09T00:00:00.000,0,625,625.0,625,49322.0,RIVERBEND HOUSING CO INC,FUTURA BUILDERS GROUP INC,No,No
20024,51405,5-19 BORDEN AVENUE - SANDY RECOVERY,Sandy Program,2016-11-09T00:00:00.000,2019-04-19T00:00:00.000,0,0,,76,0.0,MARATHON ENERGY CORPORATION,MARATHON ENERGY CORPORATION,Yes,No
20029,51424,463 WEST STREET,Sandy Program,2017-06-05T00:00:00.000,,0,0,,384,16477.0,SKYLINE RESTORATION INC.,SKYLINE RESTORATION INC.,Yes,No
19987,51425,130 BEACH 92 STREET,Sandy Program,2016-12-16T00:00:00.000,2017-07-31T00:00:00.000,0,0,,20,0.0,EMPIREHD,EMPIREHD,Yes,No
20023,51463,628 East 9 Street - Sandy Recovery,Sandy Program,2016-06-23T00:00:00.000,2016-10-04T00:00:00.000,0,0,,15,0.0,EMPIREHD INC,EMPIREHD INC,Yes,No
20077,51481,614 EAST 9 STREET - SANDY RECOVERY,Sandy Program,2016-07-15T00:00:00.000,2016-10-05T00:00:00.000,0,0,,32,0.0,EMPIREHD INC,EMPIREHD INC,Yes,No
20089,51485,24 PENNYFIELD AVENUE - SANDY RECOVERY,Sandy Program,2016-07-26T00:00:00.000,2017-03-07T00:00:00.000,0,0,,15,0.0,Tip Top General Contracting Corp.,Tip Top General Contracting Corp.,Yes,No
19980,51522,2504 EAST 14 STREET - SANDY RECOVERY,Sandy Program,2015-09-02T00:00:00.000,2016-07-06T00:00:00.000,0,0,,6,0.0,Tip Top General Contracting Corp.,Tip Top General Contracting Corp.,No,No
20293,51529,17 AVE D,Sandy Program,2015-05-14T00:00:00.000,2016-02-25T00:00:00.000,0,0,,2,692.0,"EMPIREHD, INC.",EMPIREHD INC,No,No
20195,51561,"1259, 1265, 1269 COLLEGE AVE REHAB",Multifamily Finance Program,2014-03-03T00:00:00.000,2016-08-03T00:00:00.000,0,0,,63,0.0,East 169th Street Associates LLC,"EMCO Plumbing Services, LLC",No,No
19984,51565,"Mutual Redevelopment Houses, Inc. II (Penn South)",Multifamily Finance Program,2014-09-16T00:00:00.000,2017-03-10T00:00:00.000,0,0,,2820,0.0,"Mutual Redevelopment Houses, Inc.",Empire Control Abatement Inc.,No,No
20265,51581,590 Five Corp.,Multifamily Finance Program,2016-06-22T00:00:00.000,2020-02-04T00:00:00.000,79,0,79.0,79,0.0,590 FIVE CORP,QUIXOTIC SYSTEMS INC,No,No
19887,51582,425 GRAND CONCOURSE,Multifamily Finance Program,2019-12-20T00:00:00.000,,277,0,277.0,277,12122.0,TRINITY MID BRONX RESIDENTIAL LIMITED PARTNERSHIP,"MONADNOCK CONSTRUCTION, INC.",No,No
19909,51590,226 West 113th Street HDFC,Multifamily Finance Program,2014-06-25T00:00:00.000,2017-03-13T00:00:00.000,1,17,18.0,18,0.0,226 West 113th Street HDFC,Avante Contracting Corp.,No,No
20264,51607,261 Hudson Street,Multifamily Incentives Program,2014-06-26T00:00:00.000,2017-08-29T00:00:00.000,41,0,41.0,201,8067.0,Bridge Land Hudson LLC,Related Construction LLC,No,No
19900,51617,KNICKERBOCKER VILLAGE - PHASE II,Sandy Program,2017-07-27T00:00:00.000,2021-10-29T00:00:00.000,0,0,,1590,15985.0,"KNICKERBOCKER VILLAGE, INC.",AM&G WATERPROOFING LLC,Yes,No
20221,51652,Praxis. 2270 Loring Place North,Multifamily Finance Program,2015-06-19T00:00:00.000,2017-06-02T00:00:00.000,66,0,66.0,66,0.0,LORING PLACE NORTH LP,"Mega Contracting, Inc.",Yes,No
19959,51666,Oceanwoods Condo Development,Sandy Program,2015-03-27T00:00:00.000,2018-05-09T00:00:00.000,0,0,,100,0.0,Oceanwoods Condominiums,Prisma Construction Inc,Yes,No
20011,51680,33 BEACON PLACE STATEN ISLAND,Sandy Program,2014-12-23T00:00:00.000,2017-04-20T00:00:00.000,0,0,,7,0.0,"The Home Factory, LLC","Dunrite NY Enterprises, Inc",No,No
20034,51719,The Pavilion at Locust Manor,Multifamily Finance Program,2015-06-25T00:00:00.000,2018-06-27T00:00:00.000,85,0,85.0,85,0.0,PALM TRITON LLC,D & F CONSTRUCTION GROUP INC,No,No
20143,51726,2955 BRIGHTON 7TH ST,Sandy Program,2016-04-13T00:00:00.000,2016-12-22T00:00:00.000,0,0,,8,3573.0,A A D CONSTRUCTION CORP,A A D CONSTRUCTION CORP,Yes,No
20093,51751,Rose Ellen Smith MBD HDFC,Multifamily Finance Program,2015-06-23T00:00:00.000,2016-05-31T00:00:00.000,47,0,47.0,47,599.0,ROSE ELLEN SMITH MBD LP,FG-PH Corporation,No,No
19892,51778,PARK HOUSE,Multifamily Finance Program,2014-12-31T00:00:00.000,2018-08-31T00:00:00.000,248,0,248.0,248,0.0,Webster Avenue Affordable LLC,Mountco Construction,No,No
20110,51779,9306 Shore Front Parkway,Multifamily Finance Program,2014-12-18T00:00:00.000,2017-03-23T00:00:00.000,64,0,64.0,64,0.0,Castle HIll Equities LLC,Universal Contracting of NY Corp,No,No
20155,51812,"2447-9 East 28th Street, Brooklyn",Sandy Program,2016-07-13T00:00:00.000,2016-09-21T00:00:00.000,0,0,,6,0.0,Tip Top General Contracting Corp.,Tip Top General Contracting Corp.,No,No
20303,51867,THE ROBESON,Multifamily Finance Program,2018-06-29T00:00:00.000,,79,0,79.0,79,7498.0,"407 LENOX AVENUE, LLC",DP GROUP GENERAL CONTRACTORS,No,No
20220,51868,LEXINGTON GARDENS II,Multifamily Finance Program,2017-06-29T00:00:00.000,2022-02-11T00:00:00.000,400,0,400.0,400,3842.0,LEXINGTON GARDENS OWNERS LLC,L&M GROUP BUILDERS LLC,No,No
19991,51939,2517 EAST 13 STREET,Sandy Program,2016-07-29T00:00:00.000,2018-08-24T00:00:00.000,0,0,,9,0.0,Horizon Construction,Horizon Construction,Yes,No
