Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,BIN_normalized
76752,806 EAST 170TH STREET APARTMENTS,01/30/2025,06/09/2025,1016054.0,806,EAST 170 STREET,Bronx,10459.0,2029630018.0,2000000.0,BX-03,17,153.0,BX0303,40.833152,-73.895471,40.832885,-73.895681,06/09/2025,New Construction,No,Non Prevailing Wage,,,,,100.0,,18.0,7.0,75.0,,,,,,100.0,,100,100,2000000.0
76757,237 MCGUINNESS BLVD APARTMENTS,01/28/2025,06/11/2025,1008308.0,237,MCGUINNESS BOULEVARD,Brooklyn,11222.0,3025760007.0,3000000.0,BK-01,33,575.0,BK0101,40.730107,-73.951295,40.730171,-73.951745,06/11/2025,New Construction,No,Non Prevailing Wage,,,,,21.0,,5.0,5.0,11.0,,,,,,21.0,,21,70,3000000.0
75717,391 MEEKER AVENUE,04/01/2024,06/13/2025,335464.0,391,MEEKER AVENUE,Brooklyn,11222.0,3027230033.0,3067912.0,BK-01,33,499.0,BK0101,40.718685,-73.947032,40.718745,-73.947133,06/13/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,10,3067912.0
74585,69 ADAMS ST APARTMENTS,08/16/2023,06/13/2025,182583.0,61,ADAMS STREET,Brooklyn,11201.0,3000520004.0,3000000.0,BK-02,33,21.0,BK0202,40.702354,-73.988538,40.702104,-73.988333,06/13/2025,New Construction,No,Non Prevailing Wage,,,,,70.0,,18.0,23.0,29.0,,,,,,70.0,,70,231,3000000.0
76416,2301 BEAUMONT AVENUE,10/29/2024,06/16/2025,1014454.0,2301,BEAUMONT AVENUE,Bronx,10458.0,2030890065.0,2000000.0,BX-06,15,391.0,BX0603,40.852105,-73.885501,40.852223,-73.88562,06/16/2025,New Construction,No,Non Prevailing Wage,,,,,19.0,,9.0,6.0,4.0,,,,,,19.0,,19,20,2000000.0
76276,1846 GUERLAIN STREET,09/24/2024,06/16/2025,1014051.0,1846,GUERLAIN STREET,Bronx,10460.0,2039220003.0,2000000.0,BX-09,18,21601.0,BX0901,40.83959,-73.865443,40.839365,-73.865425,06/16/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,8,2000000.0
76335,65 STANHOPE,07/03/2024,06/16/2025,375679.0,65,STANHOPE STREET,Brooklyn,11221.0,3032540066.0,3000000.0,BK-04,34,421.0,BK0401,40.696217,-73.924849,40.696324,-73.92508,06/16/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,7,3000000.0
76336,63 STANHOPE STREET,07/03/2024,06/16/2025,1017218.0,63,STANHOPE STREET,Brooklyn,11221.0,,,BK-04,34,421.0,BK0401,40.696179,-73.924889,,,06/16/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,7,
74993,779 FLATBUSH AVENUE APARTMENTS,11/08/2023,06/16/2025,292926.0,779,FLATBUSH AVENUE,Brooklyn,11226.0,3050640001.0,3328167.0,BK-14,40,79602.0,BK1401,40.653853,-73.959495,40.653756,-73.95916,06/16/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,,6.0,3.0,,,,,,9.0,,9,27,3328167.0
75700,HANOVER HOUSE,04/15/2024,06/18/2025,307563.0,15,HANOVER PLACE,Brooklyn,11201.0,3001610003.0,3000000.0,BK-02,33,37.0,BK0202,40.688827,-73.982454,40.688569,-73.982216,06/18/2025,New Construction,No,Non Prevailing Wage,,,,,95.0,,,87.0,8.0,,,,,,95.0,,95,314,3000000.0
75714,MASON GRAY,04/03/2024,06/20/2025,1013454.0,955,STERLING PLACE,Brooklyn,11213.0,3012420070.0,3000000.0,BK-08,36,341.0,BK0802,40.672347,-73.946733,40.672578,-73.946751,06/20/2025,New Construction,No,Non Prevailing Wage,,,,,48.0,,10.0,31.0,7.0,,,,,,48.0,,48,157,3000000.0
75412,88-36 139 STREET,01/05/2024,06/20/2025,667616.0,138-45,JAMAICA AVENUE,Queens,11435.0,4096200033.0,4000000.0,QN-12,24,214.0,QN0805,40.702547,-73.813885,40.702785,-73.813668,06/20/2025,New Construction,No,Non Prevailing Wage,,,,,25.0,,6.0,15.0,4.0,,,,,,25.0,,25,81,4000000.0
73753,3327 WHITE PLAINS ROAD,01/03/2023,06/20/2025,123251.0,3327,WHITE PLAINS ROAD,Bronx,10467.0,2046240049.0,2000000.0,BX-12,12,374.0,BX1201,40.874054,-73.867083,40.874044,-73.867449,06/20/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,1.0,3.0,3.0,,,,,,7.0,,7,22,2000000.0
75661,2316 GRAND AVE APARTMENTS_HPS,06/05/2024,06/23/2025,81550.0,2316,GRAND AVENUE,Bronx,10468.0,2031980017.0,2014244.0,BX-07,14,253.0,BX0701,40.860524,-73.904777,40.86062,-73.904419,06/23/2025,New Construction,No,Non Prevailing Wage,,,,,14.0,,11.0,3.0,,,,,,,14.0,,14,15,2014244.0
74819,413 THROOP AVENUE APARTMENTS,10/24/2023,06/23/2025,381193.0,413,THROOP AVENUE,Brooklyn,11221.0,3018010001.0,3000000.0,BK-03,36,279.0,BK0302,40.688874,-73.942101,40.688852,-73.941802,06/23/2025,New Construction,No,Non Prevailing Wage,,,,,2.0,,,1.0,1.0,,,,,,2.0,,2,6,3000000.0
76330,2958 MARION AVE APARTMENTS,07/03/2024,06/24/2025,1013073.0,2958,MARION AVENUE,Bronx,10458.0,2032850007.0,2000000.0,BX-07,11,415.0,BX0702,40.868981,-73.884246,40.868838,-73.884011,06/24/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,10,2000000.0
76332,2960 MARION AVE APARTMENTS,07/03/2024,06/24/2025,1013074.0,2960,MARION AVENUE,Bronx,10458.0,2032850009.0,2000000.0,BX-07,11,415.0,BX0702,40.869014,-73.884188,40.868879,-73.883946,06/24/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,10,2000000.0
73431,1889 ATLANTIC AVENUE,12/19/2023,06/24/2025,1007984.0,1889,ATLANTIC AVENUE,Brooklyn,11233.0,3017140030.0,3000000.0,BK-03,41,299.0,BK0302,40.676975,-73.922355,40.677255,-73.922131,06/24/2025,New Construction,No,Non Prevailing Wage,,,16.0,,,,3.0,5.0,8.0,,,,,,16.0,,16,89,3000000.0
76404,1700 JEROME AVENUE,10/15/2024,06/25/2025,369117.0,1621,SHEEPSHEAD BAY ROAD,Brooklyn,11235.0,3074620067.0,3205005.0,BK-15,48,600.0,BK1503,40.586866,-73.952609,40.587151,-73.951946,06/25/2025,New Construction,No,Non Prevailing Wage,,,,,11.0,,1.0,7.0,3.0,,,,,,11.0,,11,36,3205005.0
74814,3001 GRAND CONCOURSE,10/29/2023,06/25/2025,81912.0,3003,GRAND CONCOURSE,Bronx,10468.0,2033100074.0,2000000.0,BX-07,14,411.0,BX0702,40.873137,-73.887204,40.87297,-73.88779,06/25/2025,New Construction,No,Non Prevailing Wage,,,,,43.0,,8.0,27.0,8.0,,,,,,43.0,,43,44,2000000.0
74661,1417 AVENUE J,09/06/2023,06/26/2025,188866.0,1417,AVENUE J,Brooklyn,11230.0,3067077501.0,3179617.0,BK-14,44,530.0,BK1403,40.625116,-73.962074,40.625398,-73.961688,06/26/2025,New Construction,No,Non Prevailing Wage,,,,,6.0,,,5.0,1.0,,,,,,6.0,,6,17,3179617.0
63931,39-11 QUEENS BLVD,10/09/2018,06/26/2025,978673.0,39-11,QUEENS BOULEVARD,Queens,11104.0,4001910044.0,4000000.0,QN-02,26,17901.0,QN0202,40.743982,-73.925669,40.744342,-73.925391,06/26/2025,New Construction,No,Non Prevailing Wage,,,9.0,,6.0,,2.0,8.0,5.0,,,,,,15.0,,15,48,4000000.0
76277,1848 GUERLAIN STREET,09/25/2024,06/27/2025,1013695.0,1848,GUERLAIN STREET,Bronx,10460.0,2039220004.0,2000000.0,BX-09,18,21601.0,BX0901,40.839612,-73.865374,40.839384,-73.865338,06/27/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,2.0,2.0,5.0,,,,,,9.0,,9,9,2000000.0
76282,767 EAST 232ND STREET,09/23/2024,06/27/2025,1015664.0,767,EAST 232 STREET,Bronx,10466.0,,,BX-12,11,422.0,BX1203,40.892078,-73.855585,,,06/27/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,6.0,3.0,,,,,,,9.0,,9,10,
75705,62 MARTENSE STREET,04/09/2024,06/27/2025,1013455.0,62,MARTENSE STREET,Brooklyn,11226.0,3050890131.0,3000000.0,BK-14,40,79602.0,BK1401,40.65131,-73.956909,40.65109,-73.956859,06/27/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,10,3000000.0
