Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,BIN_str,earliest_dob_date,earliest_dob_date_source,fully_permitted_date,BBL_str,count_nb_bisweb_01_matched,count_new_building_dobnow_i1_matched,earliest_co_date
52656,Affordable & Supportive Family Housing at Van Dyke,2015-06-30T00:00:00.000,958170,603,MOTHER GASTON BOULEVARD,Brooklyn,11212,3037940028,3416956,BK-16,41,910,BK1602,40.664136,-73.905432,40.664157,-73.90509,2017-07-26T00:00:00.000,New Construction,No,Prevailing Wage,75.0,,25.0,,,1.0,,24.0,77.0,,,,,,101.0,,101.0,101,Multifamily Finance Program,2017-07-26T00:00:00.000,No,420c,3416956,2014-09-19,pre__filing_date,2015-12-18,3037940028,1,0,2017-07-26 00:00:00
52661,3160 Park Avenue (Mixed Income),2014-12-31T00:00:00.000,956798,855,COURTLANDT AVENUE,Bronx,10451,2024197501,2127131,BX-03,17,141,BX0301,40.824253,-73.915802,40.824468,-73.916105,2016-12-15T00:00:00.000,New Construction,No,Non Prevailing Wage,,,57.0,,,,,15.0,30.0,12.0,,,,,57.0,,57.0,152,Multifamily Finance Program,2016-12-15T00:00:00.000,No,Article XI,2127131,2005-07-06,pre__filing_date,2015-06-22,2024197501,1,0,2016-12-15 00:00:00
52666,STRIVERS PLAZA,2014-12-18T00:00:00.000,970691,275,WEST 140 STREET,Manhattan,10030,1020267501,1089378,MN-10,9,230,MN1002,40.819305,-73.943339,40.819731,-73.943786,2017-04-19T00:00:00.000,New Construction,No,Non Prevailing Wage,,11.0,,,42.0,1.0,15.0,12.0,27.0,,,,,,54.0,,54.0,54,Multifamily Finance Program,2017-04-19T00:00:00.000,No,421a,1089378,2013-11-22,pre__filing_date,2015-04-16,1020267501,1,0,2017-04-19 00:00:00
52667,Summit Ridge,2014-12-18T00:00:00.000,955526,950,SUMMIT AVENUE,Bronx,10452,2025240033,2129213,BX-04,16,189,BX0402,40.832201,-73.930759,40.83211,-73.93055,2017-03-31T00:00:00.000,New Construction,No,Non Prevailing Wage,,12.0,45.0,,,1.0,8.0,20.0,24.0,6.0,,,,,58.0,,58.0,58,Multifamily Finance Program,2017-03-31T00:00:00.000,No,421a,2129213,2014-08-13,pre__filing_date,2015-04-20,2025240033,1,0,
52722,Our Lady of Lourdes,2015-08-18T00:00:00.000,958049,2025-11-21T00:00:00.000,DESALES PLACE,Brooklyn,11207,3034680050,3326478,BK-04,37,405,BK0402,40.680808,-73.906,40.681143,-73.906014,2018-01-02T00:00:00.000,New Construction,No,Non Prevailing Wage,5.0,25.0,27.0,,,1.0,17.0,23.0,8.0,10.0,,,,,58.0,,58.0,58,Multifamily Finance Program,2018-06-29T00:00:00.000,No,420c,3326478,,,,3034680050,0,0,2017-11-30 00:00:00
52722,Our Lady of Lourdes,2015-08-18T00:00:00.000,975847,1875,BROADWAY,Brooklyn,11207,3034680065,3418432,BK-04,37,405,BK0402,40.680704,-73.906598,40.680814,-73.906335,2018-06-29T00:00:00.000,New Construction,No,Non Prevailing Wage,3.0,5.0,10.0,,,,,,6.0,12.0,,,,,18.0,,18.0,18,Multifamily Finance Program,2018-06-29T00:00:00.000,No,420c,3418432,2015-03-13,pre__filing_date,2016-12-23,3034680065,1,0,2018-06-29 00:00:00
52723,Prospect Plaza - Site 2,2014-12-29T00:00:00.000,955764,396,SARATOGA AVENUE,Brooklyn,11233,3014630041,3425325,BK-16,41,363,BK1601,40.672159,-73.916899,40.672217,-73.917447,2017-01-18T00:00:00.000,New Construction,No,Prevailing Wage,42.0,6.0,52.0,,,1.0,,15.0,65.0,21.0,,,,,101.0,,101.0,101,Multifamily Finance Program,2017-01-18T00:00:00.000,No,420c,3425325,2014-09-11,pre__filing_date,2015-04-08,3014630041,1,0,2017-12-18 00:00:00
52723,Prospect Plaza - Site 2,2014-12-29T00:00:00.000,955765,1750,PROSPECT PLACE,Brooklyn,11233,3014630016,3425182,BK-16,41,363,BK1601,40.672578,-73.918423,40.6723,-73.918431,2016-11-18T00:00:00.000,New Construction,No,Prevailing Wage,20.0,4.0,24.0,,,,,1.0,47.0,,,,,,48.0,,48.0,48,Multifamily Finance Program,2017-01-18T00:00:00.000,No,420c,3425182,2014-09-11,pre__filing_date,2015-04-08,3014630016,1,0,2018-02-20 00:00:00
52774,JAMAICA CROSSING (HIGH-RISE),2016-12-22T00:00:00.000,974242,147-40,ARCHER AVENUE,Queens,11435,4099987501,4607280,QN-12,27,208,QN1201,40.700836,-73.806551,40.700537,-73.806783,2021-02-10T00:00:00.000,New Construction,No,Non Prevailing Wage,,,90.0,,448.0,1.0,98.0,202.0,217.0,22.0,,,,,539.0,,539.0,539,Multifamily Finance Program,2021-12-13T00:00:00.000,No,Article XI,4607280,2015-06-29,pre__filing_date,2017-03-30,4099987501,1,0,2020-10-30 00:00:00
52775,JAMAICA CROSSING (MID-RISE),2016-12-22T00:00:00.000,974241,148-10,ARCHER AVENUE,Queens,11435,4099980095,4607281,QN-12,27,208,QN1201,40.70098,-73.805869,40.700752,-73.80579,2021-12-13T00:00:00.000,New Construction,No,Non Prevailing Wage,,26.0,78.0,25.0,,1.0,12.0,46.0,60.0,12.0,,,,,130.0,,130.0,130,Multifamily Finance Program,2021-12-13T00:00:00.000,No,Article XI,4607281,2015-06-29,pre__filing_date,2018-03-12,4099980095,1,0,2021-02-26 00:00:00
52782,Pitkin Berriman,2015-10-30T00:00:00.000,958149,2501,PITKIN AVENUE,Brooklyn,11208,3040057501,3427077,BK-05,42,1166,BK0502,40.674238,-73.880081,40.674496,-73.880308,2018-04-27T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,16.0,35.0,,,1.0,,27.0,29.0,4.0,,,,,60.0,,60.0,60,Multifamily Finance Program,2018-04-27T00:00:00.000,No,420c,3427077,2002-09-27,pre__filing_date,2015-12-17,3040057501,9,0,2021-01-21 00:00:00
52783,ST. AUGUSTINE APARTMENTS,2015-08-13T00:00:00.000,987083,1180,FULTON AVENUE,Bronx,10456,2026110001,2130370,BX-03,17,18502,BX0301,40.829704,-73.905114,40.829454,-73.904926,2018-08-24T00:00:00.000,New Construction,No,Non Prevailing Wage,35.0,12.0,64.0,,,1.0,35.0,19.0,37.0,21.0,,,,,112.0,,112.0,112,Multifamily Finance Program,2018-08-24T00:00:00.000,No,Article XI,2130370,2015-02-18,pre__filing_date,2016-01-05,2026110001,1,0,2020-12-23 00:00:00
52798,BRC. 233 LANDING ROAD,2015-06-30T00:00:00.000,955842,237,LANDING ROAD,Bronx,10468,2032367501,2129308,BX-07,14,269,BX0701,40.862445,-73.911177,40.862656,-73.910884,2018-02-08T00:00:00.000,New Construction,No,Non Prevailing Wage,,118.0,17.0,,,1.0,111.0,7.0,18.0,,,,,,136.0,,136.0,136,Multifamily Finance Program,2018-02-08T00:00:00.000,No,420c,2129308,2014-12-17,pre__filing_date,2015-09-11,2032367501,1,0,
52893,PROSPECT PLAZA - SITE 3,2016-03-22T00:00:00.000,976553,428,SARATOGA AVENUE,Brooklyn,11233,3014677501,3324687,BK-16,41,363,BK1601,40.671278,-73.916983,40.67115,-73.917527,2018-05-04T00:00:00.000,New Construction,No,Non Prevailing Wage,27.0,19.0,88.0,,,1.0,,70.0,44.0,21.0,,,,,135.0,,135.0,135,Multifamily Finance Program,2018-05-04T00:00:00.000,No,420c,3324687,2015-08-24,pre__filing_date,2016-04-04,3014677501,1,0,2018-05-04 00:00:00
52937,Arker.34-11 Beach Channel Drive,2015-06-25T00:00:00.000,965899,34-11,BEACH CHANNEL DRIVE,Queens,11691,4159507501,4000000,QN-14,31,992,QN1401,40.597152,-73.766917,40.596863,-73.766627,2018-08-20T00:00:00.000,New Construction,No,Prevailing Wage,153.0,,,,,1.0,,153.0,1.0,,,,,,154.0,,154.0,154,Multifamily Finance Program,2018-08-20T00:00:00.000,No,420c,4000000,2015-03-23,pre__filing_date,2016-03-29,4159507501,1,0,
52979,SUS. 1434 UNDERCLIFF AVE,2016-06-30T00:00:00.000,966154,1434,UNDERCLIFF AVENUE,Bronx,10452,2025370006,2128323,BX-04,16,201,BX0402,40.844145,-73.925242,40.843808,-73.925185,2018-12-06T00:00:00.000,New Construction,No,Prevailing Wage,45.0,,29.0,,,1.0,65.0,,10.0,,,,,,75.0,,75.0,75,Multifamily Finance Program,2018-12-06T00:00:00.000,No,420c,2128323,2016-04-15,pre__filing_date,2017-06-01,2025370006,1,0,
52999,HANAC. 54-25 101 ST. CORONA SENIOR RESIDENCE,2016-08-05T00:00:00.000,956204,54-25,101 STREET,Queens,11368,4019390011,4607925,QN-04,21,44301,QN0402,40.739797,-73.858846,40.740033,-73.858755,2018-08-23T00:00:00.000,New Construction,No,Prevailing Wage,67.0,,,,,1.0,6.0,61.0,1.0,,,,,,68.0,,68.0,68,Multifamily Finance Program,2018-08-23T00:00:00.000,No,420c,4607925,2015-10-01,pre__filing_date,2016-09-07,4019390011,1,0,2018-08-23 00:00:00
53180,COMPASS RESIDENCES 2A,2015-06-29T00:00:00.000,977640,1524,BOONE AVENUE,Bronx,10460,2030140005,2128556,BX-03,17,157,BX0303,40.832854,-73.885191,40.832735,-73.884869,2017-07-31T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,,120.0,,,,19.0,42.0,53.0,14.0,,,,,128.0,,128.0,128,Multifamily Finance Program,2017-07-31T00:00:00.000,No,Article XI,2128556,2015-02-09,pre__filing_date,2015-07-20,2030140005,1,0,2018-03-06 00:00:00
53245,3160 Park Avenue (Low Income),2014-12-31T00:00:00.000,956798,855,COURTLANDT AVENUE,Bronx,10451,2024197501,2127131,BX-03,17,141,BX0301,40.824253,-73.915802,40.824468,-73.916105,2016-12-15T00:00:00.000,New Construction,No,Non Prevailing Wage,,19.0,75.0,,,1.0,,30.0,50.0,15.0,,,,,95.0,,95.0,152,Multifamily Finance Program,2016-12-15T00:00:00.000,No,Article XI,2127131,2005-07-06,pre__filing_date,2015-06-22,2024197501,1,0,2016-12-15 00:00:00
53273,3475 Third Avenue,2015-06-30T00:00:00.000,958147,3475,3 AVENUE,Bronx,10456,2023727501,2128553,BX-03,16,145,BX0302,40.830048,-73.906313,40.830397,-73.906529,2018-04-25T00:00:00.000,New Construction,No,Non Prevailing Wage,11.0,32.0,58.0,,,1.0,4.0,22.0,58.0,18.0,,,,,102.0,,102.0,102,Multifamily Finance Program,2018-04-25T00:00:00.000,No,420c,2128553,2014-12-09,pre__filing_date,2016-03-18,2023727501,1,0,2014-08-12 00:00:00
53461,BEACH GREEN NORTH,2015-06-30T00:00:00.000,967338,4551,ROCKAWAY BEACH BOULEVARD,Queens,11691,,,QN-14,31,97204,QN1402,40.593576,-73.776738,,,2017-08-30T00:00:00.000,New Construction,No,Non Prevailing Wage,,24.0,76.0,,,1.0,8.0,49.0,27.0,17.0,,,,,101.0,,101.0,101,Multifamily Finance Program,2017-08-30T00:00:00.000,No,Article XI,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
53580,530 EXTERIOR STREET (AKA E 149 ST A),2015-12-29T00:00:00.000,976828,530,EXTERIOR STREET,Bronx,10451,2023510025,2127039,BX-01,8,6301,BX0401,40.818796,-73.930343,40.818466,-73.930026,2018-05-25T00:00:00.000,New Construction,No,Non Prevailing Wage,32.0,,124.0,,,1.0,24.0,67.0,55.0,11.0,,,,,157.0,,157.0,157,Multifamily Finance Program,2018-05-25T00:00:00.000,No,420c,2127039,2015-03-31,pre__filing_date,2016-02-29,2023510025,1,0,2017-12-14 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985150,129,GATEWAY DRIVE,Brooklyn,11239,3044520155,3421884,BK-05,42,107001,BK0504,40.652864,-73.877042,40.652811,-73.876682,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421884,2017-08-14,pre__filing_date,2019-07-24,3044520155,1,0,2021-02-01 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985151,127,GATEWAY DRIVE,Brooklyn,11239,3044520156,3421885,BK-05,42,107001,BK0504,40.652877,-73.877056,40.652888,-73.876754,2021-03-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421885,2017-08-22,pre__filing_date,2019-07-24,3044520156,1,0,2021-02-09 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985152,392,SCHROEDERS AVENUE,Brooklyn,11239,3044520157,3421886,BK-05,42,107001,BK0504,40.653182,-73.876919,40.652987,-73.877038,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,1.0,3.0,4.0,,,,,,1.0,7.0,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421886,2017-08-11,pre__filing_date,2019-08-13,3044520157,1,0,2021-02-01 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985154,398,SCHROEDERS AVENUE,Brooklyn,11239,3044520159,3421888,BK-05,42,107001,BK0504,40.653228,-73.876814,40.653072,-73.8768,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,2.0,,,1.0,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421888,2017-08-15,pre__filing_date,2019-08-13,3044520159,1,0,2021-02-01 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985156,402,SCHROEDERS AVENUE,Brooklyn,11239,3044520161,3421890,BK-05,42,107001,BK0504,40.653258,-73.876746,40.653132,-73.876573,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,2.0,4.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421890,2017-08-11,pre__filing_date,2019-08-13,3044520161,1,0,2021-02-03 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985157,1123,ASHFORD STREET,Brooklyn,11239,3044520464,3421919,BK-05,42,107001,BK0504,40.654354,-73.874747,40.654395,-73.87452,2021-12-22T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,1.0,5.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421919,2017-08-14,pre__filing_date,2019-10-21,3044520464,1,0,2021-06-09 09:59:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985158,1121,ASHFORD STREET,Brooklyn,11239,3044520465,3421920,BK-05,42,107001,BK0504,40.654423,-73.874797,40.654472,-73.874577,2021-08-05T00:00:00.000,New Construction,No,Non Prevailing Wage,3.0,2.0,3.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421920,2017-08-14,pre__filing_date,2019-10-21,3044520465,1,0,2021-06-16 15:31:37
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985159,1119,ASHFORD STREET,Brooklyn,11239,3044520466,3421921,BK-05,42,107001,BK0504,40.654492,-73.874851,40.654552,-73.874635,2021-12-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421921,2017-08-14,pre__filing_date,2019-10-21,3044520466,1,0,2021-06-11 10:10:35
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985160,1117,ASHFORD STREET,Brooklyn,11239,3044520467,3421922,BK-05,42,107001,BK0504,40.65456,-73.874902,40.654629,-73.874696,2021-11-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421922,2017-08-22,pre__filing_date,2019-10-24,3044520467,1,0,2021-06-08 12:08:07
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985161,1115,ASHFORD STREET,Brooklyn,11239,3044520468,3421923,BK-05,42,107001,BK0504,40.654629,-73.874952,40.654703,-73.874761,2021-11-09T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,2.0,4.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421923,2017-08-14,pre__filing_date,2019-10-24,3044520468,1,0,2021-06-02 16:06:47
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985162,1113,ASHFORD STREET,Brooklyn,11239,3044520469,3421924,BK-05,42,107001,BK0504,40.654698,-73.875006,40.65478,-73.874818,2021-12-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421924,2017-08-24,pre__filing_date,2019-10-24,3044520469,1,0,2021-06-03 11:51:14
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985163,1111,ASHFORD STREET,Brooklyn,11239,3044520440,3421909,BK-05,42,107001,BK0504,40.654766,-73.875056,40.654862,-73.874876,2021-12-20T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421909,2017-08-15,pre__filing_date,2019-10-24,3044520440,1,0,2021-06-03 11:38:24
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985164,498,SCHROEDERS AVENUE,Brooklyn,11239,3044520417,3421904,BK-05,42,107001,BK0504,40.654559,-73.873702,40.654334,-73.873702,2021-10-06T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421904,2017-08-15,pre__filing_date,2019-12-10,3044520417,1,0,2021-04-06 15:27:52
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985165,500,SCHROEDERS AVENUE,Brooklyn,11239,3044520418,3421905,BK-05,42,107001,BK0504,40.654581,-73.873651,40.65438,-73.873597,2021-10-26T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421905,2017-08-14,pre__filing_date,2019-12-05,3044520418,1,0,2021-03-30 16:37:43
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985166,502,SCHROEDERS AVENUE,Brooklyn,11239,3044520419,3421906,BK-05,42,107001,BK0504,40.6546,-73.873601,40.654424,-73.873496,2021-10-28T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421906,2017-08-14,pre__filing_date,2019-12-05,3044520419,1,0,2021-03-30 18:32:53
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985168,516,SCHROEDERS AVENUE,Brooklyn,11239,3044520423,3421908,BK-05,42,107001,BK0504,40.654753,-73.87324,40.654555,-73.873017,2021-02-04T00:00:00.000,New Construction,No,Non Prevailing Wage,60.0,19.0,,,,1.0,,79.0,1.0,,,,,,80.0,,80.0,80,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421908,2017-09-12,pre__filing_date,2019-06-03,3044520423,1,0,2021-02-04 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985790,396,SCHROEDERS AVENUE,Brooklyn,11239,3044520158,3421887,BK-05,42,107001,BK0504,40.653215,-73.876847,40.653028,-73.876905,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,1.0,5.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421887,2017-08-22,pre__filing_date,2019-08-13,3044520158,1,0,2021-02-01 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985792,400,SCHROEDERS AVENUE,Brooklyn,11239,3044520160,3421889,BK-05,42,107001,BK0504,40.653245,-73.876778,40.653105,-73.876688,2021-03-04T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421889,2017-08-11,pre__filing_date,2019-08-13,3044520160,1,0,2021-02-01 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985794,389,SCHROEDERS AVENUE,Brooklyn,11239,3044520225,3421892,BK-05,42,107001,BK0504,40.653105,-73.877135,40.653298,-73.877337,2021-02-19T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421892,2017-08-11,pre__filing_date,2019-07-24,3044520225,1,0,2021-01-27 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985795,401,SCHROEDERS AVENUE,Brooklyn,11239,3044520224,3421891,BK-05,42,107001,BK0504,40.653215,-73.876886,40.653347,-73.87721,2021-03-04T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421891,2017-08-15,pre__filing_date,2019-07-24,3044520224,1,0,2021-02-01 00:00:00
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985806,504,SCHROEDERS AVENUE,Brooklyn,11239,3044520420,3421907,BK-05,42,107001,BK0504,40.654622,-73.873546,40.654495,-73.873327,2021-10-07T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,,1.0,7.0,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421907,2017-08-11,pre__filing_date,2019-12-05,3044520420,1,0,2021-04-05 12:03:12
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979259,475,VANDALIA AVENUE,Brooklyn,11239,3044520290,3421903,BK-05,42,107001,BK0504,40.655035,-73.874937,40.655222,-73.875218,2019-09-30T00:00:00.000,New Construction,No,Non Prevailing Wage,3.0,1.0,4.0,,,,,,1.0,7.0,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421903,2016-09-29,pre__filing_date,2018-02-05,3044520290,1,0,2019-09-30 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979260,479,VANDALIA AVENUE,Brooklyn,11239,3044520289,3421902,BK-05,42,107001,BK0504,40.655071,-73.87485,40.65528,-73.875081,2019-09-30T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421902,2016-09-29,pre__filing_date,2018-02-05,3044520289,1,0,2019-09-30 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979261,481,VANDALIA AVENUE,Brooklyn,11239,3044520288,3421901,BK-05,42,107001,BK0504,40.65509,-73.874807,40.655323,-73.87498,2019-09-30T00:00:00.000,New Construction,No,Non Prevailing Wage,3.0,2.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421901,2016-08-24,pre__filing_date,2018-02-05,3044520288,2,0,2019-09-30 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979262,483,VANDALIA AVENUE,Brooklyn,11239,3044520287,3421900,BK-05,42,107001,BK0504,40.655109,-73.87476,40.655367,-73.874875,2019-09-30T00:00:00.000,New Construction,No,Non Prevailing Wage,3.0,2.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421900,2016-09-29,pre__filing_date,2018-02-05,3044520287,1,0,2019-09-30 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979263,485,VANDALIA AVENUE,Brooklyn,11239,3044520286,3421899,BK-05,42,107001,BK0504,40.655128,-73.874717,40.655411,-73.874774,2019-09-30T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421899,2016-09-29,pre__filing_date,2018-02-05,3044520286,1,0,2019-09-30 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979264,487,VANDALIA AVENUE,Brooklyn,11239,3044520285,3421898,BK-05,42,107001,BK0504,40.655145,-73.874674,40.655455,-73.874669,2019-08-01T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,4.0,3.0,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421898,2016-09-29,pre__filing_date,2018-02-05,3044520285,1,0,2019-08-01 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979265,489,VANDALIA AVENUE,Brooklyn,11239,3044520284,3421897,BK-05,42,107001,BK0504,40.655164,-73.87463,40.655499,-73.874565,2019-08-01T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421897,2016-09-29,pre__filing_date,2018-02-05,3044520284,1,0,2019-08-01 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979266,491,VANDALIA AVENUE,Brooklyn,11239,3044520283,3421896,BK-05,42,107001,BK0504,40.655183,-73.874587,40.655542,-73.87446,2019-08-01T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421896,2016-09-29,pre__filing_date,2018-02-05,3044520283,1,0,2019-08-01 00:00:00
54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00.000,979267,493,VANDALIA AVENUE,Brooklyn,11239,3044520282,3421895,BK-05,42,107001,BK0504,40.655202,-73.87454,40.655586,-73.874359,2019-08-01T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,2.0,4.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2019-12-26T00:00:00.000,No,420c,3421895,2016-09-29,pre__filing_date,2018-02-05,3044520282,1,0,2019-08-01 00:00:00
