Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,BIN_str,BBL_str,has_valid_bin,earliest_dob_date,earliest_dob_date_source,application_number,fully_permitted_date,earliest_co_date,bbl_normalized,Zoning Project ID,ZAP_project_name,ZAP_project_brief,ZAP_project_status,ZAP_public_status,ZAP_ulurp_non,ZAP_actions,ZAP_ulurp_numbers,ZAP_ceqr_number,ZAP_primary_applicant,ZAP_applicant_type,ZAP_borough,ZAP_community_district,ZAP_flood_zone_a,ZAP_flood_zone_shadedx,ZAP_current_milestone,ZAP_current_milestone_date,ZAP_app_filed_date,ZAP_certified_referred,ZAP_mih_flag,ZAP_mih_option1,ZAP_mih_option2,ZAP_mih_workforce,ZAP_mih_deepaffordability,ZAP_dcp_visibility,ZAP_completed_date,ZAP_ceqr_type,ZAP_ceqr_leadagency,ZAP_eas_eis,ZAP_noticed_date,ZAP_approval_date,ZAP_cc_district,ZAP_mih_mapped_no_res,ZAP_current_envmilestone,ZAP_current_envmilestone_date
52723,Prospect Plaza - Site 2,2014-12-29T00:00:00.000,955765.0,1750,PROSPECT PLACE,Brooklyn,11233.0,3014630016.0,3425182.0,BK-16,41.0,363.0,BK1601,40.672578,-73.918423,40.6723,-73.918431,2016-11-18T00:00:00.000,New Construction,No,Prevailing Wage,20.0,4.0,24.0,,,,,1.0,47.0,,,,,,48.0,,48.0,48,Multifamily Finance Program,2017-01-18T00:00:00.000,No,420c,3425182.0,3014630016.0,True,2014-09-11,pre__filing_date,320626934,2015-04-08,2018-02-20 00:00:00,3014630016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52774,JAMAICA CROSSING (HIGH-RISE),2016-12-22T00:00:00.000,974242.0,147-40,ARCHER AVENUE,Queens,11435.0,4099987501.0,4607280.0,QN-12,27.0,208.0,QN1201,40.700836,-73.806551,40.700537,-73.806783,2021-02-10T00:00:00.000,New Construction,No,Non Prevailing Wage,,,90.0,,448.0,1.0,98.0,202.0,217.0,22.0,,,,,539.0,,539.0,539,Multifamily Finance Program,2021-12-13T00:00:00.000,No,Article XI,4607280.0,4099987501.0,True,2015-06-29,pre__filing_date,420654508,2017-03-30,2020-10-30 00:00:00,4099987501,2022Q0220,Sutphin Boulevard (Downtown Jamaica) BID Expansion,"(Map shows approximate boundary, please see Public Documents below for exact boundary)

An application from the Department of Small Business Services (SBS) to expand and amend the Sutphin Boulevard (Downtown Jamaica) Business Improvement District in Community District 12 of Queens.",Complete,Completed,Non-ULURP,BD,220224BDQ,22SBS004Q,SBS - NYC Small Business Services,Other Public Agency,Queens,Q12,false,false,BD - Project Completed,2022-05-04T00:00:00.000,,2021-12-08T00:00:00.000,false,false,False,false,false,General Public,2022-05-04T00:00:00.000,Unlisted,DSBS,,,2022-03-24T00:00:00.000,,,,
52775,JAMAICA CROSSING (MID-RISE),2016-12-22T00:00:00.000,974241.0,148-10,ARCHER AVENUE,Queens,11435.0,4099980095.0,4607281.0,QN-12,27.0,208.0,QN1201,40.70098,-73.805869,40.700752,-73.80579,2021-12-13T00:00:00.000,New Construction,No,Non Prevailing Wage,,26.0,78.0,25.0,,1.0,12.0,46.0,60.0,12.0,,,,,130.0,,130.0,130,Multifamily Finance Program,2021-12-13T00:00:00.000,No,Article XI,4607281.0,4099980095.0,True,2015-06-29,pre__filing_date,420654517,2018-03-12,2021-02-26 00:00:00,4099980095,2023Q0381,Jamaica Neighborhood Plan,"In coordination with its agency partners, DCP is leading a neighborhood study in Jamaica that focuses on areas within and surrounding the Special Downtown Jamaica District. This study seeks to increase the supply of permanently affordable housing, create job growth in future-focused economic sectors, address critical infrastructure capacity issues, expand and integrate workforce development programming, and improve public realm and open space opportunities.",Active,In Public Review,ULURP,ZM; ZR; HA,,24DCP132Q,DCP - NYC Department of City Planning Queens Office,DCP,Queens,"Q12,Q08",false,false,EIS - Mayoral Veto,2025-10-30T00:00:00.000,2025-03-14T00:00:00.000,2025-03-20T00:00:00.000,false,false,False,false,false,General Public,,Type I,DCP,EIS,2025-02-18T00:00:00.000,2025-10-29T00:00:00.000,,,EIS - Prepare and Review FEIS,2025-08-01T00:00:00.000
52782,Pitkin Berriman,2015-10-30T00:00:00.000,958149.0,2501,PITKIN AVENUE,Brooklyn,11208.0,3040057501.0,3427077.0,BK-05,42.0,1166.0,BK0502,40.674238,-73.880081,40.674496,-73.880308,2018-04-27T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,16.0,35.0,,,1.0,,27.0,29.0,4.0,,,,,60.0,,60.0,60,Multifamily Finance Program,2018-04-27T00:00:00.000,No,420c,3427077.0,3040057501.0,True,2013-11-08,pre__filing_date,320896349,2015-12-17,2021-01-21 00:00:00,3040057501,P2012K0250,Pitkin-Berriman Rezoning,"Zoning Map Amendment to rezone 30,000sf from R5/C1-3 to R7A/C2-4 to facilitate a proposed 69,400sf mixed use, 60-unit affordable housing development with ground floor retail in Brooklyn Community District 5.",Complete,Completed,ULURP,,C130161ZMK,13DCP067K,PITKIN-BERRIMAN HOUSING DEVELOPMENT FUND CORPORATION,Private,Brooklyn,K05,false,false,,,,2013-02-04T00:00:00.000,,,,,,General Public,2013-07-30T00:00:00.000,Unlisted,DCP,EAS,,,,,,
52782,Pitkin Berriman,2015-10-30T00:00:00.000,958149.0,2501,PITKIN AVENUE,Brooklyn,11208.0,3040057501.0,3427077.0,BK-05,42.0,1166.0,BK0502,40.674238,-73.880081,40.674496,-73.880308,2018-04-27T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,16.0,35.0,,,1.0,,27.0,29.0,4.0,,,,,60.0,,60.0,60,Multifamily Finance Program,2018-04-27T00:00:00.000,No,420c,3427077.0,3040057501.0,True,2013-11-08,pre__filing_date,320896349,2015-12-17,2021-01-21 00:00:00,3040057501,P2012K0250,Pitkin-Berriman Rezoning,"Zoning Map Amendment to rezone 30,000sf from R5/C1-3 to R7A/C2-4 to facilitate a proposed 69,400sf mixed use, 60-unit affordable housing development with ground floor retail in Brooklyn Community District 5.",Complete,Completed,ULURP,,C130161ZMK,13DCP067K,PITKIN-BERRIMAN HOUSING DEVELOPMENT FUND CORPORATION,Private,Brooklyn,K05,false,false,,,,2013-02-04T00:00:00.000,,,,,,General Public,2013-07-30T00:00:00.000,Unlisted,DCP,EAS,,,,,,
52783,ST. AUGUSTINE APARTMENTS,2015-08-13T00:00:00.000,987083.0,1180,FULTON AVENUE,Bronx,10456.0,2026110001.0,2130370.0,BX-03,17.0,18502.0,BX0301,40.829704,-73.905114,40.829454,-73.904926,2018-08-24T00:00:00.000,New Construction,No,Non Prevailing Wage,35.0,12.0,64.0,,,1.0,35.0,19.0,37.0,21.0,,,,,112.0,,112.0,112,Multifamily Finance Program,2018-08-24T00:00:00.000,No,Article XI,2130370.0,2026110001.0,True,2015-02-18,pre__filing_date,220151680,2016-01-05,2020-12-23 00:00:00,2026110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52798,BRC. 233 LANDING ROAD,2015-06-30T00:00:00.000,955842.0,237,LANDING ROAD,Bronx,10468.0,2032367501.0,2129308.0,BX-07,14.0,269.0,BX0701,40.862445,-73.911177,40.862656,-73.910884,2018-02-08T00:00:00.000,New Construction,No,Non Prevailing Wage,,118.0,17.0,,,1.0,111.0,7.0,18.0,,,,,,136.0,,136.0,136,Multifamily Finance Program,2018-02-08T00:00:00.000,No,420c,2129308.0,2032367501.0,True,2014-12-17,pre__filing_date,220151608,2015-09-11,,2032367501,P2006X0256,UNIVERSITY HEIGHTS REZONING,06DCP062X: SEEKS APPROVAL FROM THE NYCDCP TO AMEND THE ZONING MAP TO CH ANGE EXISTING ZONE R7-1 TO INCLUDE THE EXPANSION OF C2-4 COM MERCIAL OVERLAY,Complete,Completed,ULURP,,C060320ZMX,06DCP062X,"AMERICAN SELF STORAGE LANDING RD, LLC",Private,Bronx,X07,,,,,,2007-07-09T00:00:00.000,,,,,,General Public,2008-01-14T00:00:00.000,,DCP,,,,,,,
52798,BRC. 233 LANDING ROAD,2015-06-30T00:00:00.000,955842.0,237,LANDING ROAD,Bronx,10468.0,2032367501.0,2129308.0,BX-07,14.0,269.0,BX0701,40.862445,-73.911177,40.862656,-73.910884,2018-02-08T00:00:00.000,New Construction,No,Non Prevailing Wage,,118.0,17.0,,,1.0,111.0,7.0,18.0,,,,,,136.0,,136.0,136,Multifamily Finance Program,2018-02-08T00:00:00.000,No,420c,2129308.0,2032367501.0,True,2014-12-17,pre__filing_date,220151608,2015-09-11,,2032367501,P1997X0372,LANDING RD REZONING,97DCP057X: THE ACTION IS A PROPOSED REZONING OF THE NORTHEAST CORNER OF  LANDING ROAD AND THE MAJOR DEEGAN EXPRESSWAY FROM R6 TO C8- 3,Complete,Completed,ULURP,,C970578ZMX,97DCP057X,"SIERRA BX SEAFOOD, INC A/K/A JIMMY'S BX CAFE/PHILIP AGUSTA",Private,Bronx,X07,,,,,,2001-02-12T00:00:00.000,,,,,,General Public,2001-08-27T00:00:00.000,,DCP,,,,,,,
52893,PROSPECT PLAZA - SITE 3,2016-03-22T00:00:00.000,976553.0,428,SARATOGA AVENUE,Brooklyn,11233.0,3014677501.0,3324687.0,BK-16,41.0,363.0,BK1601,40.671278,-73.916983,40.67115,-73.917527,2018-05-04T00:00:00.000,New Construction,No,Non Prevailing Wage,27.0,19.0,88.0,,,1.0,,70.0,44.0,21.0,,,,,135.0,,135.0,135,Multifamily Finance Program,2018-05-04T00:00:00.000,No,420c,3324687.0,3014677501.0,True,2015-08-24,pre__filing_date,320908997,2016-04-04,2018-05-04 00:00:00,3014677501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52937,Arker.34-11 Beach Channel Drive,2015-06-25T00:00:00.000,965899.0,34-11,BEACH CHANNEL DRIVE,Queens,11691.0,4159507501.0,4000000.0,QN-14,31.0,992.0,QN1401,40.597152,-73.766917,40.596863,-73.766627,2018-08-20T00:00:00.000,New Construction,No,Prevailing Wage,153.0,,,,,1.0,,153.0,1.0,,,,,,154.0,,154.0,154,Multifamily Finance Program,2018-08-20T00:00:00.000,No,420c,4000000.0,4159507501.0,False,2015-03-23,pre__filing_date,421094283,2016-03-29,,4159507501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52979,SUS. 1434 UNDERCLIFF AVE,2016-06-30T00:00:00.000,966154.0,1434,UNDERCLIFF AVENUE,Bronx,10452.0,2025370006.0,2128323.0,BX-04,16.0,201.0,BX0402,40.844145,-73.925242,40.843808,-73.925185,2018-12-06T00:00:00.000,New Construction,No,Prevailing Wage,45.0,,29.0,,,1.0,65.0,,10.0,,,,,,75.0,,75.0,75,Multifamily Finance Program,2018-12-06T00:00:00.000,No,420c,2128323.0,2025370006.0,True,2016-04-15,pre__filing_date,220152180,2017-06-01,,2025370006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52999,HANAC. 54-25 101 ST. CORONA SENIOR RESIDENCE,2016-08-05T00:00:00.000,956204.0,54-25,101 STREET,Queens,11368.0,4019390011.0,4607925.0,QN-04,21.0,44301.0,QN0402,40.739797,-73.858846,40.740033,-73.858755,2018-08-23T00:00:00.000,New Construction,No,Prevailing Wage,67.0,,,,,1.0,6.0,61.0,1.0,,,,,,68.0,,68.0,68,Multifamily Finance Program,2018-08-23T00:00:00.000,No,420c,4607925.0,4019390011.0,True,2015-10-01,pre__filing_date,420655017,2016-09-07,2018-08-23 00:00:00,4019390011,P2014Q0364,Corona Senior Residence,"This is an application by the Department of Housing Preservation and Development requesting a zoning map amendment (150125 ZMQ) and designation of the project as a UDAAP (Urban Development Action Area Project, 150126 HAQ), to facilitate the development of an 8-story building containing 68 units of affordable senior housing, at a total of 5,950 zoning square feet with an FAR of 4.33, at 52-17 101st Street in Corona, Community District 4, Queens.",Complete,Completed,ULURP,,C150125ZMQ; C150126HAQ,15HPD012Q,NYCHPD,Other Public Agency,Queens,"Q03,Q04",false,false,,,,2014-10-20T00:00:00.000,,,,,,General Public,2015-05-12T00:00:00.000,Unlisted,HPD,EAS,,,,,,
53180,COMPASS RESIDENCES 2A,2015-06-29T00:00:00.000,977640.0,1524,BOONE AVENUE,Bronx,10460.0,2030140005.0,2128556.0,BX-03,17.0,157.0,BX0303,40.832854,-73.885191,40.832735,-73.884869,2017-07-31T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,,120.0,,,,19.0,42.0,53.0,14.0,,,,,128.0,,128.0,128,Multifamily Finance Program,2017-07-31T00:00:00.000,No,Article XI,2128556.0,2030140005.0,True,2015-02-09,pre__filing_date,220151662,2015-07-20,2018-03-06 00:00:00,2030140005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53245,3160 Park Avenue (Low Income),2014-12-31T00:00:00.000,956798.0,855,COURTLANDT AVENUE,Bronx,10451.0,2024197501.0,2127131.0,BX-03,17.0,141.0,BX0301,40.824253,-73.915802,40.824468,-73.916105,2016-12-15T00:00:00.000,New Construction,No,Non Prevailing Wage,,19.0,75.0,,,1.0,,30.0,50.0,15.0,,,,,95.0,,95.0,152,Multifamily Finance Program,2016-12-15T00:00:00.000,No,Article XI,2127131.0,2024197501.0,True,2005-07-06,pre__filing_date,200982357,2015-06-22,2016-12-15 00:00:00,2024197501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53273,3475 Third Avenue,2015-06-30T00:00:00.000,958147.0,3475,3 AVENUE,Bronx,10456.0,2023727501.0,2128553.0,BX-03,16.0,145.0,BX0302,40.830048,-73.906313,40.830397,-73.906529,2018-04-25T00:00:00.000,New Construction,No,Non Prevailing Wage,11.0,32.0,58.0,,,1.0,4.0,22.0,58.0,18.0,,,,,102.0,,102.0,102,Multifamily Finance Program,2018-04-25T00:00:00.000,No,420c,2128553.0,2023727501.0,True,2014-12-09,pre__filing_date,220417840,2016-03-18,2014-08-12 00:00:00,2023727501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53461,BEACH GREEN NORTH,2015-06-30T00:00:00.000,967338.0,4551,ROCKAWAY BEACH BOULEVARD,Queens,11691.0,,,QN-14,31.0,97204.0,QN1402,40.593576,-73.776738,,,2017-08-30T00:00:00.000,New Construction,No,Non Prevailing Wage,,24.0,76.0,,,1.0,8.0,49.0,27.0,17.0,,,,,101.0,,101.0,101,Multifamily Finance Program,2017-08-30T00:00:00.000,No,Article XI,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53580,530 EXTERIOR STREET (AKA E 149 ST A),2015-12-29T00:00:00.000,976828.0,530,EXTERIOR STREET,Bronx,10451.0,2023510025.0,2127039.0,BX-01,8.0,6301.0,BX0401,40.818796,-73.930343,40.818466,-73.930026,2018-05-25T00:00:00.000,New Construction,No,Non Prevailing Wage,32.0,,124.0,,,1.0,24.0,67.0,55.0,11.0,,,,,157.0,,157.0,157,Multifamily Finance Program,2018-05-25T00:00:00.000,No,420c,2127039.0,2023510025.0,True,2015-03-31,pre__filing_date,220151760,2016-02-29,2017-12-14 00:00:00,2023510025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985150.0,129,GATEWAY DRIVE,Brooklyn,11239.0,3044520155.0,3421884.0,BK-05,42.0,107001.0,BK0504,40.652864,-73.877042,40.652811,-73.876682,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421884.0,3044520155.0,True,2017-08-14,pre__filing_date,321188219,2019-07-24,2021-02-01 00:00:00,3044520155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985151.0,127,GATEWAY DRIVE,Brooklyn,11239.0,3044520156.0,3421885.0,BK-05,42.0,107001.0,BK0504,40.652877,-73.877056,40.652888,-73.876754,2021-03-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421885.0,3044520156.0,True,2017-08-22,pre__filing_date,321188451,2019-07-24,2021-02-09 00:00:00,3044520156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985152.0,392,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520157.0,3421886.0,BK-05,42.0,107001.0,BK0504,40.653182,-73.876919,40.652987,-73.877038,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,1.0,3.0,4.0,,,,,,1.0,7.0,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421886.0,3044520157.0,True,2017-08-11,pre__filing_date,321188111,2019-08-13,2021-02-01 00:00:00,3044520157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985154.0,398,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520159.0,3421888.0,BK-05,42.0,107001.0,BK0504,40.653228,-73.876814,40.653072,-73.8768,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,2.0,,,1.0,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421888.0,3044520159.0,True,2017-08-15,pre__filing_date,321188291,2019-08-13,2021-02-01 00:00:00,3044520159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985156.0,402,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520161.0,3421890.0,BK-05,42.0,107001.0,BK0504,40.653258,-73.876746,40.653132,-73.876573,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,2.0,4.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421890.0,3044520161.0,True,2017-08-11,pre__filing_date,321188139,2019-08-13,2021-02-03 00:00:00,3044520161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985157.0,1123,ASHFORD STREET,Brooklyn,11239.0,3044520464.0,3421919.0,BK-05,42.0,107001.0,BK0504,40.654354,-73.874747,40.654395,-73.87452,2021-12-22T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,1.0,5.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421919.0,3044520464.0,True,2017-08-14,pre__filing_date,321188200,2019-10-21,2021-06-09 09:59:00,3044520464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985158.0,1121,ASHFORD STREET,Brooklyn,11239.0,3044520465.0,3421920.0,BK-05,42.0,107001.0,BK0504,40.654423,-73.874797,40.654472,-73.874577,2021-08-05T00:00:00.000,New Construction,No,Non Prevailing Wage,3.0,2.0,3.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421920.0,3044520465.0,True,2017-08-14,pre__filing_date,321188193,2019-10-21,2021-06-16 15:31:37,3044520465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985159.0,1119,ASHFORD STREET,Brooklyn,11239.0,3044520466.0,3421921.0,BK-05,42.0,107001.0,BK0504,40.654492,-73.874851,40.654552,-73.874635,2021-12-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421921.0,3044520466.0,True,2017-08-14,pre__filing_date,321188184,2019-10-21,2021-06-11 10:10:35,3044520466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985160.0,1117,ASHFORD STREET,Brooklyn,11239.0,3044520467.0,3421922.0,BK-05,42.0,107001.0,BK0504,40.65456,-73.874902,40.654629,-73.874696,2021-11-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421922.0,3044520467.0,True,2017-08-22,pre__filing_date,321188442,2019-10-24,2021-06-08 12:08:07,3044520467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985161.0,1115,ASHFORD STREET,Brooklyn,11239.0,3044520468.0,3421923.0,BK-05,42.0,107001.0,BK0504,40.654629,-73.874952,40.654703,-73.874761,2021-11-09T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,2.0,4.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421923.0,3044520468.0,True,2017-08-14,pre__filing_date,321188175,2019-10-24,2021-06-02 16:06:47,3044520468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985162.0,1113,ASHFORD STREET,Brooklyn,11239.0,3044520469.0,3421924.0,BK-05,42.0,107001.0,BK0504,40.654698,-73.875006,40.65478,-73.874818,2021-12-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421924.0,3044520469.0,True,2017-08-24,pre__filing_date,321188503,2019-10-24,2021-06-03 11:51:14,3044520469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985163.0,1111,ASHFORD STREET,Brooklyn,11239.0,3044520440.0,3421909.0,BK-05,42.0,107001.0,BK0504,40.654766,-73.875056,40.654862,-73.874876,2021-12-20T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421909.0,3044520440.0,True,2017-08-15,pre__filing_date,321188273,2019-10-24,2021-06-03 11:38:24,3044520440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985164.0,498,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520417.0,3421904.0,BK-05,42.0,107001.0,BK0504,40.654559,-73.873702,40.654334,-73.873702,2021-10-06T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421904.0,3044520417.0,True,2017-08-15,pre__filing_date,321188264,2019-12-10,2021-04-06 15:27:52,3044520417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985165.0,500,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520418.0,3421905.0,BK-05,42.0,107001.0,BK0504,40.654581,-73.873651,40.65438,-73.873597,2021-10-26T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421905.0,3044520418.0,True,2017-08-14,pre__filing_date,321188246,2019-12-05,2021-03-30 16:37:43,3044520418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985166.0,502,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520419.0,3421906.0,BK-05,42.0,107001.0,BK0504,40.6546,-73.873601,40.654424,-73.873496,2021-10-28T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,3.0,3.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421906.0,3044520419.0,True,2017-08-14,pre__filing_date,321188237,2019-12-05,2021-03-30 18:32:53,3044520419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985168.0,516,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520423.0,3421908.0,BK-05,42.0,107001.0,BK0504,40.654753,-73.87324,40.654555,-73.873017,2021-02-04T00:00:00.000,New Construction,No,Non Prevailing Wage,60.0,19.0,,,,1.0,,79.0,1.0,,,,,,80.0,,80.0,80,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421908.0,3044520423.0,True,2017-09-12,pre__filing_date,321188905,2019-06-03,2021-02-04 00:00:00,3044520423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985790.0,396,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520158.0,3421887.0,BK-05,42.0,107001.0,BK0504,40.653215,-73.876847,40.653028,-73.876905,2021-03-03T00:00:00.000,New Construction,No,Non Prevailing Wage,2.0,1.0,5.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421887.0,3044520158.0,True,2017-08-22,pre__filing_date,321188433,2019-08-13,2021-02-01 00:00:00,3044520158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985792.0,400,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520160.0,3421889.0,BK-05,42.0,107001.0,BK0504,40.653245,-73.876778,40.653105,-73.876688,2021-03-04T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421889.0,3044520160.0,True,2017-08-11,pre__filing_date,321188148,2019-08-13,2021-02-01 00:00:00,3044520160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,985794.0,389,SCHROEDERS AVENUE,Brooklyn,11239.0,3044520225.0,3421892.0,BK-05,42.0,107001.0,BK0504,40.653105,-73.877135,40.653298,-73.877337,2021-02-19T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2021-12-22T00:00:00.000,No,420c,3421892.0,3044520225.0,True,2017-08-11,pre__filing_date,321188120,2019-07-24,2021-01-27 00:00:00,3044520225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
